window,byte_volume,bwd_byte_volume,fwd_packet_count,flow_bytes_per_s,flow_packets_per_s,avg_packet_size,label
44,24137,479693,509,220312.3840807388,5431.04123277842,175.89160485600001,0
45,17443,102054,336,91876.2878303201,4548.7426203171,144.11768039999998,0
46,9599,37488,204,437926.07202353986,31759.62685993798,95.33417774499999,0
47,14164,62337,276,94434.95250606375,1541.00489927398,114.9828133966,0
48,14390,62574,217,1048021.2729674578,73578.43360547363,100.6659657866,0
49,29208,76563,220,15155484.893369783,144015.11711763527,92.75915820300001,0
50,35652,31150,233,7820794.314884425,71719.12081653129,113.4314833588,0
51,46433,1237930,651,12597222.703098375,47235.32613466382,168.843185552,0
52,20483,195558,357,617557.3426776127,12287.754708856339,123.4451991846,0
53,11549,138685,193,5516098.088087066,130472.89082100189,66.7243392514,0
54,50372,870289,876,156974.36555525192,2378.27239513412,284.3137901982,0
55,6267,26221,132,426758.3890602953,6370.56837433522,108.5080909266,0
56,153703,360386,770,8514.7109292489,97.23453482730001,263.648203066,0
57,4428,9690,97,603307.6732989673,9276.0977606758,94.97750000059999,0
58,10099,59852,200,770039.804984844,48610.437802608445,136.4982200268,0
59,18373,202907,318,698854.7517138886,8311.9218894303,159.329190722,0
60,10102,42079,182,1401635.8350051227,16615.01009441542,113.9150723986,0
61,35307,81950,304,635664.3433736656,46336.65337128026,132.6845114906,0
62,48902,1784781,1139,6745.52938313114,89.02009018540001,225.08750575800002,0
63,3932,8815,90,395496.7391275581,6310.221200707219,90.11266666659999,0
64,15202,74045,215,1611328.1009912547,74444.8487670272,152.4165120838,0
65,22895,262414,338,278304.27620298543,3302.0595852853603,146.1342630066,0
66,4850,12488,115,1173599.798029221,14689.003395400141,88.4872727272,0
67,23540,163604,341,1245810.975324997,58082.339021739106,152.0310972466,0
68,3719,10343,91,799104.1573854373,11911.51033652706,95.335,0
69,3453,11599,98,3226410.747635576,153073.9428371886,70.4441666666,0
70,11726,49171,204,1854170.8880085591,119738.5433540374,84.0737660966,0
71,9383,37883,163,4205254.147751364,125650.6013695781,107.83145514600001,0
72,13025,74550,154,2707428.74529212,50452.91609945438,123.314833346,0
73,26595,637329,575,1239172.4377046593,135086.07960745797,119.14435662800001,0
74,46502,804492,771,1181998.3009733094,148007.02690966523,202.9269018648,0
75,24880,56109,155,22609892.295773417,360517.25862769,117.6622962864,0
76,819,384,190,2335478.92534251,279769.56139304093,13.105,0
77,11825,17658,165,1038468.5396892887,123573.24372994575,32.9215555566,0
78,15690,19899,140,12734205.612571154,59125.162210498136,84.306983132,0
79,28981,120740,215,350972.29822657944,53852.286661980375,85.8291507884,0
80,14559,72445,272,528414.0672234879,22582.6380656468,122.17326798599998,0
81,16249,76735,258,318608.4268434129,5966.94381334916,106.2506090308,0
82,15857,605068,472,660396.7815226486,47649.66704198322,191.4248796658,0
83,11222,235752,276,425470.9832188551,21240.65613468108,118.5041735218,0
84,16484,82194,273,424807.76417385077,7189.7485562516795,118.51661396600001,0
85,62779,66651,178,834696.4110656503,77547.7441268788,64.2811339374,0
86,130909,728504,721,79803.72616351605,978.74369477846,242.22788748920001,0
87,97158,596205,674,165141.2673513365,2431.68563362162,200.975672199,0
88,5701,29619,124,479118.33700676746,6550.4958526193395,94.29128571400001,0
89,289655,352451,823,8179.0388849552,381.15798092608,282.4836022422,0
90,15543,28479,181,168542.7374448574,2524.72205002932,111.1656268566,0
91,23519,59379,207,419183.2209056124,6538.5029206707395,119.398578002,0
92,12731,55352,224,25754.496023873562,323.27641393858,128.685201144,0
93,6949,21159,104,151371.910031468,2055.12396264668,97.685555556,0
94,17764,53085,226,133939.8049644836,14920.65818601234,111.43978668039999,0
95,41648,45659,304,5648018.036545377,113722.09505420124,92.45087289659999,0
96,2021,1598,129,1601544.0571328944,289511.3799566023,20.84058608,0
97,1729,712,130,987179.6980030275,304016.5895966947,13.354999999199999,0
98,2522,2824,129,2462366.4322895883,179966.31065960712,26.1760606052,0
99,4748,93918,166,962128.4826455477,156755.73258175625,44.724735144200004,0
100,58220,1487259,811,99525.11239983348,14942.49264102038,240.18199957239997,0
101,39450,846082,712,351380.41426531255,5854.478262527759,150.746594572,0
102,11099,67163,207,111744.82223862415,6823.2491335743,124.685034688,0
103,66169,276001,300,820686.3975136741,19697.03808501372,235.9149844826,0
104,32672,279415,302,339490.66125965747,25092.58979918834,137.38706005,0
105,26185,105976,362,171423.8146451615,3101.8626864228004,149.9328620312,0
106,28270,816219,420,71360.34825075278,805.85950916068,137.078359572,0
107,3755,8072,80,132579.74353110688,2740.7276513709,88.363,0
108,14620,21230,122,121366.727101378,2615.99449231126,89.35921822799999,0
109,29072,147401,437,209354.7138448266,12647.436803861261,101.64177623412,0
110,25069,290738,496,975578.9202824506,71298.6811491156,119.19482161194,0
111,3951,13658,90,115828.5910036,4502.9236635383995,93.762969924,0
112,20665,64058,241,554790.8711407946,66585.47320820103,105.18696795199999,0
113,20273,48,83,1382569.678072572,171514.57345968072,25.2461904766,0
114,17073,64970,259,12474608.7041436,47201.22999166042,97.91072946974,0
115,9514,21600,154,880736.8475961472,15498.39569542154,71.96446365,0
116,3842,4397,285,1418395.0063277977,102133.56326355838,19.88013553,0
117,13820,21509,185,1536827.2442376849,178046.70881057077,48.01651483,0
118,53707,117618,387,346737.9413903227,39117.77879635754,119.99880541739999,0
119,5496,18109,126,1012014.0255924133,27302.39411533226,83.9868390806,0
120,70231,2205479,1102,725302.7938805387,12149.543764230779,228.36533321800002,0
121,21826,278839,332,645443.1928207021,9991.70451120596,166.57008195999998,0
122,3509,7172,94,854849.9510664976,14926.34093582392,63.365,0
123,22477,62109,249,533686.7546347381,37836.31245951884,115.97118871779999,0
124,10301,46569,163,1183513.5642998375,93366.22541297151,115.8919356148,0
125,24641,92230,277,741313.0943706775,53474.25530809457,125.0254854276,0
126,3362,11602,112,2549988.7718261443,247508.15763721193,48.767456138600004,0
127,19622,3244,119,13407313.389445012,175066.74842029597,56.77736933840001,0
128,39484,1397076,923,459910.70943498926,36898.932845045005,165.40393538479998,0
129,2014,6058,98,1154258.4507669054,139907.2430927715,31.0633333334,0
130,21149,180564,332,572921.8721141213,81618.23152726488,148.65547931700002,0
131,14704,269087,283,499606.5297280904,8954.29928471454,119.47942277460001,0
132,23773,218234,326,448110.27359686454,7442.039102207899,130.9060095,0
133,19907,130896,266,630580.8488733501,24905.06168070286,113.811701544,0
134,16030,118026,283,243494.51442454054,4056.12301707796,130.6312236838,0
135,8509,45812,169,945622.785502951,44744.700474500016,101.2902564384,0
136,17159,232454,274,364370.60939853423,14414.67705972096,140.66986676119998,0
137,28310,471651,445,265804.2836468302,7391.159365294099,194.5371853834,0
138,60651,483284,519,637775.6094817829,31837.909019517378,281.7573387254,0
139,30479,319733,467,171483.83553608897,16192.71276223172,189.0921436658,0
140,15289,62708,264,419450.5747907072,23179.307187467515,107.50570664160001,0
141,27430,8689,143,12512731.401697636,114931.77874273574,62.622322520800004,0
142,24251,1919,122,523245.5815340086,70324.99575748148,39.0125974034,0
143,4826,6812,212,891496.4730162078,78778.76439427532,42.24906593352001,0
144,5238,7049,159,1036646.9854321342,131539.14384147146,51.1630723914,0
145,10969,191282,281,4589699.186553907,250405.67445868618,82.72530604960001,0
146,20437,29595,229,913033.66085626,52963.000127909,65.37875343392,0
147,23494,22895,357,427740.38808484445,59979.23492486222,61.1462602918,0
148,6182,7856,179,1105238.7857059308,144607.94073010795,35.4084529914,0
149,7878,3371,151,2999683.84901401,311844.3824488189,27.763632479400002,0
150,38775,91194,253,41824448.5157611,130819.64828553906,145.8133556158,0
151,26242,806147,593,82217.33030006288,4259.09903846956,195.20431981540003,0
152,67300,1019171,591,81389.84730778892,1750.50878421158,253.8071954322,0
153,17856,150065,243,127503.2095487232,1962.07533007478,124.11095929499999,0
154,16021,261717,324,134982.318104927,56400.883585281525,161.7716926432,0
155,85432,520841,619,21332.59311164564,244.42808933740002,230.0852235354,0
156,3097,10033,85,495091.084710582,11469.3154847113,87.575,0
157,11160,14298,128,217688.157523968,4333.6309776366,80.5808333342,0
158,72728,112120,532,185.7834037337,0.7481758240799999,151.724115947,0
159,8105,16046,160,29986.95111163438,345.13876795682,104.9842707746,0
160,2890,7651,56,52159.83697240108,498.96624304374,119.41,0
161,2973,9447,76,180777.40737201207,12858.46753856958,96.805,0
162,3496,10728,99,176932.85744118,3517.5399756569996,80.005,0
163,3824,12547,108,147453.0050082622,4831.55701733902,83.501,0
164,27311,1334183,800,27830.159603602322,693.9008260663,371.67396703400004,0
165,20534,3080263,832,188464.98723719415,2355.73123219796,210.398819624,0
166,12708,299224,319,347422.1305468799,24369.74779704266,145.68708045420001,0
167,6162,10561,90,366309.942852202,55075.607756954916,69.573571428,0
168,9553,57921,180,96841.42232246183,22010.350772116,83.313080216,0
169,15857,16456,100,48041.154694387995,3744.2509338976197,76.9516666646,0
170,3872,7438,110,311360.9171541283,90064.62227195637,32.272816136,0
171,8188,4085,125,536155.8941140668,127638.36247150016,16.459080620199998,0
172,11324,16291,131,37702.827421928996,84972.94552627105,32.31242553,0
173,32693,24213,210,362098.12398653803,52521.56092021288,87.6942799756,0
174,17504,22989,178,89792.76891928338,7530.862695161679,65.4936943448,0
175,35696,18242,217,14011979.976969073,151967.48520661323,83.83803566300001,0
176,9266,24012,167,747373.8990523607,107398.02604764474,79.43279487304,0
177,16516,11240,190,766577.9808604397,70294.42717546027,43.827306615999994,0
178,13927,11927,230,4940403.312923412,224767.73014001097,37.1791504986,0
179,21722,525734,527,735302.5172338615,46830.7930712648,135.05581916580002,0
180,46214,1031948,693,35009.50623025676,859.2611944229,433.3305274752,0
181,25917,478179,389,265100.3833784904,3150.2491796294,206.98236539,0
182,46214,132109,470,250704.16893522552,13720.418717184479,146.6940843408,0
183,23413,115248,238,441560.6808320854,24745.596948152837,126.08654528139999,0
184,81684,262820,343,439976.47603554203,26402.62106459988,172.37700046199998,0
185,34745,4756575,2536,1917524.1933476028,137727.41363846415,196.484628558,0
186,9541,123480,217,3434565.0061778952,171266.46005028606,91.8471736454,0
187,47807,65013,264,245211.18171723388,11230.623549658361,114.540257669,0
188,34543,156659,418,7104.904320372219,1459.82686829046,160.6338965582,0
189,7727,11395,117,601456.3218133767,48702.87237377238,73.5721296298,0
190,11244,27950,182,749198.5531971976,73356.78890980083,66.1888776878,0
191,28055,55801,205,145776.34473923058,6919.0733323874,114.36679674060001,0
192,49062,134594,398,132941.3891662219,1915.4735503484,189.2055462692,0
193,4604,9992,121,668903.1276969515,10690.12461025104,79.595,0
194,28193,38778,194,513895.3283875928,34211.00646539202,87.6083972962,0
195,4841,17092,144,1772208.5108503008,231337.03757485334,51.3962794642,0
196,3917,24224,112,1812936.0176007915,66438.42050639204,68.629601276,0
197,5214,5194,89,2334958.775627333,163680.08003215623,30.2851721628,0
198,9317,17506,191,1203371.136843123,90974.11950528355,35.9374224294,0
199,32716,1031155,624,176244.46774037945,4683.07670382668,219.23155617479998,0
200,62374,5265320,2205,180159.74515224673,3088.43605635666,227.992219606,0
201,8483,16106,132,370854.27102314786,6543.81460918876,81.3752000006,0
202,21988,499034,464,105599.21916376821,2512.94525262228,190.9689687828,0
203,29284,25617,151,135942.11012742136,3714.62085121894,122.91900843539999,0
204,8273,4596,114,799388.2539890246,121838.10768866095,44.88668498,0
205,3662,7442,109,256517.2212771996,34615.63789989192,50.6483333332,0
206,3593,4343,115,264302.9574555263,13766.783213525401,54.9216666662,0
207,3924,4835,126,296402.5600658022,18625.99772579474,51.02,0
208,34782,121444,264,210728.64171529032,6372.64890754778,185.3415889174,0
209,23860,100279,334,96615.76574604008,1486.0902306703601,145.518799784,0
210,4397,11591,110,883541.9690913915,25488.93936881952,88.9316666662,0
211,11921,16966,137,645549.584113408,9605.917033018219,85.5710952394,0
212,19314,19717,164,2106043.807269455,64099.520187507056,77.10080150879999,0
213,7288,18714,157,585515.5591575948,161866.34397059164,55.5534684692,0
214,27205,94520,382,12640253.560230479,61392.941961302524,160.83892812919999,0
215,62584,1408397,784,30289.48688442458,718.21696466852,407.262890204,0
216,14095,137197,216,419840.3555423782,8241.88822760034,114.969422132,0
217,19267,126559,215,323636.9949019389,5212.6235534398,146.8474299566,0
218,5112,18849,111,121468.75073664117,4776.382726759661,90.5629629626,0
219,15047,68986,196,549049.784330662,9597.893711926961,125.2121295508,0
220,28341,145649,294,622245.4692349724,21366.789225766803,158.6970536716,0
221,5022,33248,135,137243.17076026884,2532.34545447952,102.27844047480001,0
222,34531,294154,357,446782.7010246452,7569.2087407334,158.271855309,0
223,24762,321668,286,125082.59815737957,3039.94194221422,181.13163966,0
224,10920,110089,178,488284.9116409263,7417.23257546264,133.5638243958,0
225,19972,140147,221,552740.324020406,21605.26732387072,142.99119385,0
226,9985,59898,164,627871.3805748681,23286.56425054004,130.16157857,0
227,17439,64683,197,587767.251610061,39130.66011365338,133.11264486599998,0
228,27451,292315,318,295198.4750786519,8986.77978069588,193.258658292,0
229,11018,63796,175,588461.4641808484,29745.99560685544,133.6469626686,0
230,7545,22721,138,464732.7205522045,7444.639432000581,96.290777779,0
231,22807,216698,292,856070.8531525236,80958.72144213595,203.13322975,0
232,15206,163158,255,211636.93352529162,15613.737736209261,162.2897727514,0
233,19619,154451,231,723862.5918911793,58743.77228500214,180.6200700946,0
234,10329,52211,176,235046.5165666106,12290.231063097459,101.43194151940001,0
235,10314,7711,127,2051244.1620091405,132258.7636926679,59.8278571412,0
236,12064,32815,166,2076653.335557074,110504.6255523385,104.91666921743999,0
237,13658,2475452,881,729314.216085161,86393.87520653314,137.56258252019998,0
238,47837,1323744,970,159482.6100746001,6535.5226154181,223.0252955236,0
239,20874,225925,412,639744.8234888474,47609.131819591435,145.2591389099,0
240,36781,516485,604,2207834.847438215,44412.02962003255,178.572325973,0
241,32716,312307,313,284840.217987702,6236.69053016686,177.0363030536,0
242,23786,107380,282,181234.9866861757,15963.450066386458,127.843422758,0
243,23690,80541,214,1472276.4423914922,33471.2878132798,123.9082255746,0
244,55472,158710,411,499031.78240869666,17941.12515837814,136.280977848,0
245,75246,534536,475,282736.3733184796,6203.135373321679,151.732474955,0
246,19215,84954,258,1178049.7901521767,34726.07866004408,143.870796628,0
247,24818,171227,254,1400576.0737215774,24389.82902962456,174.5910997108,0
248,14670,99129,211,269752.06040254,18441.491390530417,110.655801684,0
249,4763,4729,101,12494011.29918242,344924.5901172028,50.075476191199996,0
250,56982,41813,210,425505.9233431334,44577.06730285452,80.9744035386,0
251,78826,93392,300,144484.3898391024,2674.7762326772204,154.2676179534,0
252,19024,93742,175,574840.6123942963,8210.88380721262,149.14974567139998,0
253,35980,19887,187,12567195.995826287,60860.420165865005,121.2777625896,0
254,19570,80988,233,80532.62152544415,2285.83314284744,114.151914072,0
255,26940,12133,160,12844689.05811397,78280.17578274567,76.2115238106,0
256,33980,1228100,908,81474.13383367549,2357.5049288554,269.6584811138,0
257,6494,73318,160,304561.86786592664,3928.7178102040803,109.96164942440001,0
258,23347,2178437,1014,129935.7297145666,2352.04992839486,352.5055654984,0
259,9943,108848,240,564011.4049590218,38864.59165140662,95.1625270112,0
260,12345,190374,236,991983.8660131205,73797.21022591396,151.86892819320002,0
261,104397,121259,244,169278.99596122018,2523.04390269348,199.2506603518,0
262,6755,10799,122,466327.081733532,44613.0859252066,53.465670808,0
263,24545,159949,344,30140.80820272274,575.7317548062,115.2260605538,0
264,3869,9010,90,281990.2930791179,5767.782684744,90.2908333334,0
265,5531,11625,131,503684.7021061768,22091.02028138394,73.116119048,0
266,71533,134065,434,18922.014469848742,2699.90432311462,154.89500014880002,0
267,5991,16203,124,471213.0076662859,6726.28926825232,100.3894696974,0
268,15728,110895,193,2042853.66210222,107594.06557756319,142.8458822352,0
269,30279,87542,320,53649.85513931626,522.42063786462,142.28709201,0
270,23820,2358760,984,732274.5970048908,30924.81076426066,148.7061993254,0
271,10288,49595,177,632735.37944016,36701.116343550195,117.62270696060001,0
272,22068,168334,328,5677055.178022048,32089.927300458177,142.69260353159999,0
273,5334,43210,121,577775.4562543824,8717.5720443015,101.2351449268,0
274,10241,26554,153,310734.12561554764,20053.26215917616,83.5894903172,0
275,4672,7890,106,279094.1605070444,5445.7369370222195,90.02583333279999,0
276,10068,14946,149,482929.757492158,28213.45730074878,102.35022510840001,0
277,10822,54967,179,119393.97742062662,3242.14580216582,131.25925902,0
278,8949,29480,144,2011394.9419133714,50297.682134105984,86.28184939020001,0
279,6587,44805,137,693789.730628202,85915.43947229952,86.2135238092,0
280,13605,24146,132,733311.2360616915,92450.25185000854,72.6855372426,0
281,41616,1024651,728,128794.43438263911,17108.700946598037,80.52114846216,0
282,51905,1013125,559,265754.299196717,7932.574710179801,165.366805991,0
283,45885,46810,199,63184046.27286297,181853.2027758414,152.24998853900001,0
284,4611,11972,314,397177.179845432,34012.74031850102,50.91920974359999,0
285,15402,111099,290,5556127.673084919,302138.6899373594,155.03156713340002,0
286,42140,938203,670,380253.8561778836,7365.0480564480995,169.0950041406,0
287,8400,24880,147,570142.4349855032,24930.309891750963,71.0240407662,0
288,52292,210735,418,354330.0638263306,8711.667745188119,147.6175140854,0
289,40958,82325,231,400566.21032897255,23234.963252149977,167.32785239919997,0
290,63278,831036,628,467322.40710971237,5902.05102889112,192.79130693399998,0
291,3313,7491,93,1065874.92581565,77115.4889954796,63.3883333336,0
292,59120,47081,222,93699.9591304421,16495.38076369656,158.135827078,0
293,40016,209015,327,226947.21386344798,15188.48730910136,130.178506884,0
294,26823,18000,133,539588.7913563054,68242.2446527694,94.8837555766,0
295,60921,137162,352,727722.5755334945,63855.05222026115,173.083206278,0
296,15971,17731,126,431624.9125274534,19962.81959311374,80.2045676974,0
297,59501,32109,232,219359.40062370768,27585.36660487934,137.363452402,0
298,43217,10040,179,8287615.489829553,57946.17852553938,100.0251501154,0
299,46334,30204,201,458710.0129947546,52512.764505065854,119.583336492,0
300,55904,8548,168,121875.170125992,5394.024148367999,124.372878792,0
301,28205,36307,181,1065721.7504744967,125708.85277713904,113.770759658,0
302,27293,21375,200,15540628.053769344,119915.5256883119,118.10756446964,0
303,26025,24903,253,7883964.790485279,150388.4467375816,57.768561188780005,0
304,27952,71813,208,2483532.13447542,16476.364033744798,131.82111191,0
305,113101,231391,393,208006.5422088802,2788.96958539434,173.01120648020003,0
306,23949,244597,241,294966.283568266,3958.6426989144597,170.7310001958,0
307,21238,14605,127,87420.1483551144,2190.82046129936,114.262542122,0
308,26292,12003,128,42368281.16645232,170460.79492204703,108.1099591162,0
309,27058,2216488,1040,602064.5176935473,88488.0167086475,222.0238571182,0
310,13057,434383,299,441340.2632094854,46040.66998741676,86.2760602432,0
311,28399,524967,606,21568.112502569144,203.94952966958002,237.86186753720003,0
312,3148,8240,69,104308.00328165806,2202.4599291659797,104.395,0
313,6880,98794,170,259750.63541429798,8166.3322570572,114.03473912999999,0
314,87965,251714,609,1087499.0781293616,81209.17872583639,183.965550664,0
315,11326,135900,219,71789.51167315297,1158.2411909028199,142.28156190800001,0
316,3436,11610,98,562376.25729476,21355.155694629,84.12,0
317,39844,78357,282,218245.90380431787,8007.993738218041,139.08098955580002,0
318,33445,30073,196,321656.8693037042,4446.2508290655005,109.61860265,0
319,25661,240796,437,52034.7667429789,557.48260461586,123.28708373040001,0
320,9344,23000,136,489972.62917497096,36575.88807811004,80.305342106,0
321,2036,6074,95,885323.8767596439,121110.47186366653,29.515333333399997,0
322,2467,1416,67,557285.1569957259,48950.8567797496,22.973076924,0
323,28184,69871,241,14016467.19516702,115444.72405937729,117.13780935532,0
324,33830,799102,423,13862750.159888856,86572.74638937415,156.355684787,0
325,46917,2311423,1086,74415.10013473891,1243.64757591826,260.1568771124,0
326,3607,10131,82,351269.9456284607,4696.4226820391395,103.25333333340001,0
327,29767,511651,525,154386.91163028928,2302.36209657948,174.4448152146,0
328,37523,700311,473,397178.68921064,6977.69663660592,187.86663919939997,0
329,41578,5366926,1935,459193.0557733996,6280.26335223472,214.5004684716,0
330,47135,407336,551,294293.1754196047,34833.686460779485,243.30041787300001,0
331,24656,188501,359,306442.9099896411,3908.5924171003003,152.595562459,0
332,27882,72261,240,824579.3470574233,22012.82343354168,120.5949643986,0
333,34726,47260,197,258129.94786656962,13128.12640010676,119.12953321139999,0
334,8304,7378,120,1016694.2720823664,121949.24184475072,47.697564101,0
335,2694,1163,104,1932003.1044253157,230588.52976724875,15.9449999992,0
336,3283,2753,281,132017.01518074673,139630.0264073941,20.24804584416,0
337,32247,20733,217,454371.30390425195,47601.390646292435,77.25625938004,0
338,56064,1999885,995,6587437.125390352,83728.06576424111,252.656855301,0
339,32069,282737,518,1029500.1364906984,62512.356657880235,175.3427197446,0
340,12836,89051,157,470238.3583746685,7074.41862549592,152.6475250328,0
341,21085,328764,500,1707.1253687048602,17.0506451461,197.4193745984,0
342,3429,8263,78,362644.808732156,6039.907627074639,94.7225,0
343,5521,13811,102,780608.7905106699,19794.20723643932,82.539444444,0
344,8003,23732,128,679320.0965814873,33880.72998673754,92.1641915654,0
345,30905,462599,560,168198.96945619053,26713.10415006898,225.2120643676,0
346,56866,152777,342,494599.067312881,7894.79262813108,127.54271501839999,0
347,14164,38416,162,653667.3367212871,20656.2785950796,111.2072189556,0
348,5650,10067,115,547155.3045447778,35985.09271483064,58.6046782472,0
349,17384,43233,152,142911.70020151566,4418.95674826448,124.79782256,0
350,3917,11551,100,507968.8482227476,21256.835490595,61.879102563400004,0
351,2228,5068,100,1223848.5636591387,100583.13281319551,22.769047619,0
352,2310,987,118,4358553.157059159,230029.2032867114,26.5769222218,0
353,25276,7082,216,14117187.747583082,267302.92363792314,47.721170022200006,0
354,14881,135147,272,1230030.410749381,94047.83211550335,143.541231219,0
355,29387,3517498,1683,64474.703247812504,1132.1313860807602,190.6919506404,0
356,18802,131559,283,437663.42835631815,42043.224607418284,117.4043480402,0
357,33145,152241,291,574443.7347320865,31679.354465585056,102.70610349159999,0
358,216575,2065900,1104,662374.4361112872,20300.21311066374,224.883292028,0
359,13677,206134,277,2396922.4424661044,35822.1988662198,126.57992096260001,0
360,7364,142164,198,1978828.2895878758,66555.15153086068,76.44729250019999,0
361,5324,21620,148,3759593.8672009665,295233.5341232948,69.0672239326,0
362,21141,127014,207,2635973.442072534,234098.96452320824,117.5374631198,0
363,48051,8502074,3374,1416523.1521722407,90300.18135843433,259.69631927800003,0
364,2692,6185,92,1480771.06195874,159384.8624016122,56.4666666668,0
365,7651,138094,205,1611706.000746964,180481.7380664464,102.8788446356,0
366,22258,171571,374,212474.582153258,12930.365064884538,151.1424909314,0
367,8560,14348,122,1034359.523208866,36577.87585852,73.8965776368,0
368,22525,830303,507,637396.8438432516,56279.56984727312,183.51676807820002,0
369,22516,2588587,1047,371775.56519465067,11385.00378676226,165.157230219,0
370,9437,30737,168,660839.3979159904,21607.70883044572,102.1644084618,0
371,2706,3471,127,941279.5978087927,86615.94414384106,33.333492063120005,0
372,15387,31245,236,2992554.789061182,131305.96757325166,89.1723655592,0
373,15439,72922,291,371827.5067502178,191860.1320612042,66.03628428266,0
374,22496,1537789,1026,109194.94574711152,1659.2865462995999,248.3514352556,0
375,25529,312815,298,212088.5407416787,3257.39025370482,142.120073236,0
376,11426,167348,241,328122.9858783148,17296.845129031237,123.1587110666,0
377,15126,44011,234,279013.4933468218,4434.53163989284,103.7793250684,0
378,29563,55045,286,244661.27355399213,5953.79624703976,103.62834313200001,0
379,14988,25528,200,24655.731368979577,271.7093464147,113.517643542,0
380,6357,16201,98,142191.2940178138,2156.33591946868,96.89399999999999,0
381,18705,31619,176,220337.23160851977,2350.04414220942,108.040837104,0
382,19301,18839,138,166468.90424074055,2609.32650422794,106.438493616,0
383,14209,17361,134,3477515.5387260746,122540.46748238549,69.4197650788,0
384,958,10082,71,376658.018405046,83455.23063558187,27.61875,0
385,3096,5508,82,942413.2009878486,134668.26453756963,23.7521929826,0
386,22875,356691,341,452704.42414741695,61760.4723621792,191.67050966539998,0
387,52105,261292,404,45290358.30568226,64440.31393106722,357.3275895226,0
388,34499,485889,608,63296.90842839244,827.47394763872,192.1272131664,0
389,3755,10500,101,597856.2367723599,8500.8214285594,80.2016666666,0
390,20496,74817,227,606983.8134705569,25994.6652264944,120.510721776,0
391,6378,20657,133,524456.8563458824,29735.775320416837,86.386461538,0
392,60419,1009196,1022,347.79869332349995,0.8491499603,275.4762130788,0
393,25206,362872,342,124463.19703096621,1947.28593729148,162.8905361866,0
394,3620,9073,85,401989.456701098,5869.99745648672,97.01416666659999,0
395,9270,22172,139,711093.0988006361,11287.04601461414,88.2896113322,0
