window,dns_flow_count,dns_pkt_entropy,dns_byte_entropy,dns_iat_entropy,label
46,20,1.578897902987479,1.578897902987479,0.2863969571159562,0
47,32,0.5974547231656379,0.5349547231656379,0.3372900666170139,0
48,11,1.0957952550009338,1.0957952550009338,1.5726236638951638,0
49,7,0.8631205685666311,1.1488348542809168,1.950212064914747,0
50,34,1.6888834296727444,1.6744650474470661,0.19143325481419346,0
51,20,1.8709505944546687,2.070950594454669,0.5689955935892812,0
52,29,2.4871228053977976,2.65053229061021,0.21639693245126465,0
53,13,0.3912435636292556,0.7732283485249177,0.3912435636292556,0
54,14,1.2916919971380596,1.2916919971380596,0.3712323266408757,0
55,39,1.6195991374819443,1.6708811887639958,1.717162719680837,0
56,13,0.3912435636292556,0.3912435636292556,1.7004397181410922,0
57,49,1.6888327558093772,1.9520286119775356,0.14372616993938178,0
58,31,2.15378521641483,2.295409717239449,0.40963344397721096,0
59,36,1.7035406344961392,1.548768919920977,2.195615258885968,0
60,43,1.5218057416151074,2.2225675439015453,0.9408650441419417,0
61,33,1.8079368504388318,1.8338384556592362,0.19590927087360493,0
62,3,0.9182958340544894,0.9182958340544894,0.9182958340544894,0
63,50,1.1824015904695353,1.305235779471061,0.4225426691977457,0
64,22,2.053263574566956,2.366745254214218,1.6541881272613426,0
65,38,1.1963063194851902,1.2161717800684393,0.570858458057401,0
66,47,2.489882793711846,2.5476071239713574,1.2981261324220998,0
67,22,2.1878785072265208,2.2056221220248475,1.7080986635018058,0
68,48,2.005180209905977,2.25,0.1460942501201363,0
69,30,2.0201119644709262,2.644413829577611,1.211477825202385,0
70,10,1.570950594454669,1.570950594454669,0.46899559358928117,0
71,26,1.3654157660092412,1.3654157660092414,0.5159469300074474,0
72,28,1.7425857246245653,1.5997285817674223,2.2543569415088895,0
73,14,1.4345491399952026,1.2916919971380596,2.3787834934861762,0
74,16,1.198192411043098,1.4237949406953987,0.3372900666170139,0
75,4,1.5,1.5,1.5,0
76,1,0.0,0.0,0.0,0
77,10,1.1567796494470395,1.1567796494470395,0.46899559358928117,0
78,19,1.6282202760321463,1.6679511971986447,0.7742433029172696,0
79,13,0.3912435636292556,0.3912435636292556,0.3912435636292556,0
80,11,1.6767370300521327,2.2221915755066783,2.0494520727893946,0
81,40,1.4165386375861193,1.4154925380869587,0.33639695711595624,0
82,18,2.1238738112583997,2.7052290027422967,1.2332247882202199,0
83,37,1.3243752791756702,1.5213200488460203,0.4804334574529621,0
84,32,1.7494939589301068,2.10605363187439,1.3233885792578717,0
85,14,1.2870540281187268,1.1981174211304033,0.3712323266408757,0
86,29,0.574828144380386,0.574828144380386,0.4310167689753773,0
87,20,1.4567796494470395,1.4190352743388661,0.5689955935892812,0
88,48,1.8124412330298485,1.9272282122866597,0.29154895949985216,0
89,1,0.0,0.0,0.0,0
90,44,1.0931293447299506,1.138583890184496,0.4671672506977192,0
91,31,1.8608659794893765,2.0314129626443105,1.5889537646623484,0
92,41,1.0227075142601567,1.0227075142601567,0.7837738194211612,0
93,49,0.6488040389684693,0.8528856716215305,2.218802136268289,0
94,15,0.6998428398862386,0.6998428398862386,1.6402239289418519,0
95,21,1.344698375159713,1.118275160770976,0.7228578977329687,0
96,4,1.0,1.5,1.5,0
97,1,0.0,0.0,0.0,0
98,7,1.8423709931771086,1.950212064914747,0.5916727785823274,0
99,7,0.5916727785823274,0.5916727785823274,0.5916727785823274,0
100,22,0.8315435491770657,0.8315435491770657,0.43949698692151334,0
101,37,1.1522719380089537,1.0982178839548997,0.17925606692832147,0
102,32,0.9698024945677544,1.1183927290103624,0.3997900666170139,0
103,29,1.7778667698706057,1.8988934941577413,1.7965050034651298,0
104,36,1.7243159739614433,1.5351668834831018,0.1831220683013728,0
105,3,0.9182958340544894,0.9182958340544894,0.9182958340544894,0
106,42,0.8414948973618404,0.9570842538445391,0.4368248862161963,0
107,47,0.8229527070005856,0.9560636062387504,0.2964316317875232,0
108,44,0.6837341973730316,0.6837341973730316,2.415738315157496,0
109,18,1.3862740938959681,1.2332247882202199,0.3095434291503252,0
110,19,1.8895782867502313,1.613519734232519,0.2974722489192897,0
111,44,0.5758606232851496,0.5132495436905254,2.049737597348895,0
112,18,1.9491378652735851,2.0602489763846963,0.3095434291503252,0
114,16,1.496640762186858,1.496640762186858,0.6685644431995965,0
115,43,2.5982967819894247,2.875044096638032,1.0418618474234744,0
116,4,1.0,1.0,1.0,0
117,8,2.0,1.75,1.5,0
118,19,1.0582770432263338,1.0582770432263342,0.8795064608120063,0
119,46,2.1263085367156638,2.1435394688063214,0.15109697051711368,0
120,32,2.0985958170526895,2.410374329980682,0.20062232431271465,0
121,35,1.7427308737169434,2.0640198022265586,0.37313999012128185,0
122,45,2.2104751194387995,2.5193060209328313,0.15374218032876188,0
123,25,2.067125158510303,2.188493070364559,1.9193308322365363,0
124,39,2.312840585418614,2.225407007618177,1.8069959920258158,0
125,27,2.025064085148154,2.428641750045923,0.22853814395352803,0
126,13,1.987773371487984,1.9877733714879842,1.823026490712885,0
127,4,1.0,1.0,1.5,0
128,21,1.5487290032420458,1.7799077162074428,0.2761954276479391,0
129,14,1.4926140680171256,1.9211854965885546,1.9211854965885542,0
130,6,1.459147917027245,1.584962500721156,1.2516291673878228,0
131,42,1.887479697825392,1.887479697825392,0.5489544344250401,0
132,30,1.972253928364927,2.410428829289149,0.878514187390799,0
133,29,2.3052942276776633,2.4432252621604222,0.36205125173399794,0
134,29,1.5754482571996165,1.4080429822936391,0.21639693245126465,0
135,30,1.7247069203554657,1.9498698370942478,0.21084230031853216,0
136,20,1.9332062193464952,1.8709505944546687,0.2863969571159562,0
137,23,1.7904922239701577,1.931584071702181,0.7653636126766976,0
138,18,1.8380267541624737,1.5157895841746822,1.3355055565170972,0
139,18,0.9444885341662054,1.0975378398419537,0.5032583347756457,0
140,26,1.8810947601100747,1.9439975302408332,2.353533948577482,0
141,4,1.0,1.5,1.5,0
142,6,1.2516291673878228,0.9182958340544894,1.9182958340544896,0
143,6,1.2516291673878228,1.2516291673878228,1.9182958340544896,0
144,21,1.4941934304931572,1.7799077162074428,2.3923174227787602,0
145,9,0.5032583347756457,0.5032583347756457,0.5032583347756457,0
146,12,0.6500224216483541,0.8166890883150209,1.3250112108241772,0
147,8,1.2987949406953987,1.5487949406953987,1.9056390622295665,0
148,7,0.5916727785823274,0.5916727785823274,1.950212064914747,0
149,3,0.9182958340544894,0.9182958340544894,1.584962500721156,0
150,18,0.6143694458867569,0.6143694458867569,0.6143694458867569,0
151,38,0.5235878925732216,0.5235878925732216,0.5235878925732216,0
152,20,0.8475846798245738,0.747584679824574,2.3841837197791884,0
153,43,0.8972002307888156,0.8506886028818389,0.31790121541508787,0
154,12,1.2516291673878228,1.2516291673878228,1.7295739585136223,0
155,24,0.6583514224564077,0.7416847557897409,0.24988229283318544,0
156,46,1.6375861407925896,1.5755262935692562,0.4511840331833126,0
157,26,1.4423388429323183,1.2989565682277364,2.053953744788256,0
159,43,0.446481346896803,0.5860162306177332,0.2713895875081111,0
160,50,0.7044586153306337,0.7444586153306336,0.6060906530347481,0
161,47,0.7958732731810111,0.7372586454754053,0.14854949043034824,0
162,48,0.8250180891230743,0.7676245994946687,2.3810553986380594,0
163,46,0.6001417004764057,0.5566634396068404,0.6449854410242977,0
164,11,0.43949698692151334,0.43949698692151334,2.913977073182752,0
165,18,1.404678473063571,1.5577277787393196,0.5032583347756457,0
166,20,1.670950594454669,1.9709505944546686,0.2863969571159562,0
167,36,0.4903415031415079,0.5458970586970634,1.939982474363555,0
168,33,0.904820246097456,0.9654263067035165,0.5229784263810124,0
169,28,0.3712323266408757,0.442660898069447,2.73452992143947,0
170,18,0.9444885341662054,1.2086489509530647,2.0985798617120746,0
172,5,0.7219280948873623,0.7219280948873623,1.370950594454669,0
173,9,1.2243944454059859,1.2243944454059859,2.1132833342948754,0
174,13,0.9912642605354288,0.9912642605354288,2.1039099102823644,0
175,9,1.2243944454059859,1.4466166676282084,0.5032583347756457,0
176,13,1.198183947911799,1.5058762556041065,0.3912435636292556,0
177,7,0.5916727785823274,0.5916727785823274,0.5916727785823274,0
178,6,1.584962500721156,1.459147917027245,1.2516291673878228,0
179,23,1.7904922239701577,1.964405267448419,0.2580186686648155,0
180,16,0.5435644431995964,0.5435644431995964,0.6685644431995965,0
181,40,1.1946815792293606,1.2446815792293606,0.9911388429774532,0
182,11,2.413088436425758,1.6767370300521327,1.2776134368191157,0
183,29,2.047299098426643,1.9236186235519661,1.7891312259695482,0
184,26,1.6432524757851013,1.691141418009583,1.7483286603655739,0
185,18,0.5032583347756457,0.6143694458867569,0.6143694458867569,0
186,34,1.713838594066879,1.865169389000016,0.19143325481419346,0
187,30,1.7247069203554657,1.8580402536887988,0.5608251769947301,0
189,46,1.2717267078484757,1.4535642725571776,0.2580186686648155,0
190,20,1.4411535278793055,1.6166422780956524,0.2863969571159562,0
191,8,1.2987949406953987,1.2987949406953987,1.75,0
192,23,0.9274479232123117,0.9274479232123117,0.5131851787372752,0
193,47,1.710678336175875,2.004150546909482,0.14854949043034824,0
194,15,2.1492553971685,2.3655962303576024,1.4256051990169438,0
195,16,1.198192411043098,1.626614471810182,2.2806390622295667,0
196,19,2.009541986444596,2.2856005389623077,2.144023910757423,0
197,7,1.950212064914747,1.950212064914747,1.1488348542809168,0
198,5,0.9709505944546688,1.5219280948873626,0.7219280948873623,0
199,22,1.1191194231256716,1.2100285140347624,0.26676498780302604,0
200,20,0.9219280948873624,1.0219280948873621,0.5689955935892812,0
201,44,1.2700004112701018,1.41428485548821,0.15649106290570153,0
202,5,1.5219280948873626,1.370950594454669,1.9219280948873625,0
203,11,1.4911148500551858,1.3092966682370037,2.2998963911678914,0
204,3,0.9182958340544894,0.9182958340544894,0.9182958340544894,0
205,28,0.9217544759335053,0.9217544759335053,0.442660898069447,0
206,43,0.7824441294066888,0.7824441294066888,0.15935006268563445,0
207,40,1.0417601481809735,1.1826469487659663,1.6166422780956524,0
208,11,1.8676338909712122,1.8676338909712122,0.8658566174572236,0
209,32,0.5974547231656379,0.5349547231656377,0.9698024945677541,0
210,48,1.3636350348496378,2.037956968651555,0.39468355624541945,0
211,41,1.8522560025581483,2.236044721912041,1.8450253786611428,0
212,9,1.836591668108979,1.8365916681089793,0.5032583347756457,0
213,13,1.1451104143815827,1.1451104143815827,0.3912435636292556,0
214,25,1.3713146886497212,1.3713146886497212,2.2186885704510977,0
215,10,0.46899559358928117,0.46899559358928117,0.46899559358928117,0
216,34,1.5451521971989497,1.6627992560224791,1.010817611320548,0
217,36,1.2292884146069893,1.3415618584949456,0.7254805569978681,0
218,32,0.5349547231656379,0.5349547231656377,0.4488644887230295,0
219,42,1.9602556221280871,2.1133379921964424,0.5965734820440878,0
220,20,1.739353872167201,2.2841837197791888,1.3954618442383218,0
221,34,0.8040411835778966,0.8850672865827046,0.570401499427012,0
222,31,1.8009211230402242,2.055764172391519,1.7825021517591226,0
223,19,1.0582770432263342,1.0582770432263338,1.0582770432263338,0
224,43,1.7634420096514607,1.800875509056968,0.6325278585247099,0
225,16,2.10845859334435,2.2806390622295667,0.9933927290103627,0
226,27,2.109482984933077,2.2447231499109743,0.22853814395352803,0
227,8,1.4056390622295665,1.75,1.75,0
228,29,1.2804485508971961,1.2080393967554766,0.36205125173399794,0
229,24,0.6583514224564077,0.6583514224564077,0.7416847557897409,0
230,42,1.430621616516224,1.6663391053231318,0.2761954276479391,0
231,16,1.6225562489182659,1.9669171866886994,2.177421283829365,0
232,16,1.014097655573916,1.311278124459133,2.3496017527145816,0
233,16,0.3372900666170139,0.3372900666170139,2.1467822215997985,0
234,22,1.1191194231256716,1.0848063548455136,2.3862661425265337,0
235,6,1.459147917027245,1.9182958340544896,0.6500224216483541,0
236,20,1.0219280948873624,0.8841837197791889,0.747584679824574,0
237,25,1.1063137138648347,1.1063137138648351,0.4021791902022729,0
238,19,1.0582770432263338,1.0582770432263338,0.5907239186406503,0
239,18,2.657742726504889,2.747167197306934,1.3862740938959681,0
240,33,0.19590927087360493,0.19590927087360493,0.39045213081320695,0
241,28,1.4075888720607928,1.363120568566631,2.033515747578792,0
242,38,0.9759545364920962,1.0285861154394647,0.7318843430636693,0
243,24,0.24988229283318544,0.24988229283318544,2.755123044017255,0
244,36,1.5361378044628036,1.8724212658766217,2.107739838154702,0
245,31,1.3461864280387856,1.6719885399778138,0.6120692840122651,0
246,26,0.2351933818192415,0.2351933818192415,0.2351933818192415,0
247,33,1.0757177504544575,1.219805250520017,0.5835844869870729,0
248,25,1.7336606896881859,1.8438561897747248,2.4626831892554923,0
249,9,1.8910611120726528,1.7527152789797047,1.2243944454059863,0
250,7,1.950212064914747,2.2359263506290326,0.5916727785823274,0
251,10,1.570950594454669,1.295461844238322,1.8464393446710154,0
252,27,2.11654330290876,2.47400569010888,0.22853814395352803,0
253,5,1.5219280948873626,1.370950594454669,0.7219280948873623,0
254,4,0.8112781244591328,0.8112781244591328,0.8112781244591328,0
255,17,1.971335285306981,2.256908989558354,1.3216069583883467,0
256,7,1.1488348542809168,1.1488348542809168,1.8423709931771088,0
257,48,1.0405731978955794,1.0507862186387682,0.24988229283318544,0
258,22,0.9567657083663145,0.9567657083663145,0.9567657083663145,0
259,16,1.061278124459133,1.014097655573916,1.311278124459133,0
260,28,1.3092000326978117,1.4790174434893641,0.22228483068568797,0
261,34,0.8262437571709398,0.8262437571709398,0.19143325481419346,0
262,18,1.4108478748063633,1.6113834567195195,2.4115091984199104,0
263,22,0.26676498780302604,0.26676498780302604,0.43949698692151334,0
264,48,1.1905662399881733,1.2220198859116511,0.1460942501201363,0
265,38,1.7647415331578349,1.7293473761066138,0.350103827866658,0
266,8,1.75,1.061278124459133,2.5,0
267,48,1.3372659680196124,1.5217399882753069,0.1460942501201363,0
268,8,1.9056390622295665,1.9056390622295665,1.5487949406953987,0
269,15,0.6998428398862386,0.6998428398862386,1.906890595608519,0
270,42,1.6369518681031259,1.7705147365420972,0.4368248862161963,0
271,16,1.9211796919474977,2.2246017527145816,1.8419171866886994,0
272,6,1.7924812503605783,2.2516291673878226,0.6500224216483541,0
273,47,1.7330337490218448,1.7095570884312012,0.40107840018740165,0
274,20,1.319035274338866,1.4567796494470395,1.678897902987479,0
275,49,0.8692280430968874,1.0661971135949124,0.14372616993938178,0
276,36,1.0578848066418434,1.0578848066418436,0.3650989847058807,0
277,34,0.5225593745369408,0.699029962772235,0.3227569588973983,0
278,26,1.746103413789808,2.0499547418625053,1.1929993566060648,0
279,15,0.6998428398862386,0.6998428398862386,2.332914563979398,0
280,6,1.584962500721156,1.584962500721156,0.6500224216483541,0
281,9,0.9182958340544894,1.2243944454059863,0.9864267287308426,0
282,29,1.3325097579429526,1.539406309667091,0.21639693245126465,0
283,8,1.5487949406953987,1.2987949406953987,1.2987949406953987,0
284,22,1.5820239409642767,1.7295290545023008,0.7907669479360189,0
286,28,1.935126908215811,2.1085109429398594,0.5896261811873141,0
287,28,1.9962786906160024,2.345365744573764,1.7550152700007613,0
288,27,1.935882541479961,2.1581047637021826,1.413391288839207,0
289,4,0.8112781244591328,1.5,0.8112781244591328,0
290,32,1.8681125700076544,1.9039015396241126,2.207554798865899,0
291,34,2.1968547548534594,2.670380209856691,1.6869548820048255,0
293,36,0.9697383939907692,0.9697383939907692,0.4138168503036338,0
294,10,1.7609640474436814,1.9609640474436814,1.7609640474436814,0
295,15,0.6998428398862386,0.6998428398862386,1.0389205950315934,0
296,24,2.416666666666667,2.5833333333333335,1.6117022325423542,0
298,13,1.5465935642949384,1.8542858719872461,0.3912435636292556,0
299,6,1.2516291673878228,1.2516291673878228,1.7924812503605783,0
300,3,1.584962500721156,0.9182958340544894,1.584962500721156,0
301,19,0.8795064608120063,0.8795064608120063,0.2974722489192897,0
302,13,2.4116022179746714,2.469670487371862,0.7732283485249177,0
303,8,2.0,2.4056390622295662,2.0,0
304,5,1.9219280948873625,1.370950594454669,1.9219280948873625,0
305,19,1.2949950747154697,1.4657904693384451,0.2974722489192897,0
306,13,1.5485806065228545,2.2877837199410704,1.4885252948977485,0
307,4,0.8112781244591328,0.8112781244591328,1.5,0
308,8,0.5435644431995964,0.5435644431995964,0.5435644431995964,0
309,13,1.1401156785146092,1.1401156785146092,1.823026490712885,0
310,23,0.7653636126766976,0.7653636126766976,0.2580186686648155,0
311,14,0.7345299214394703,0.5916727785823274,0.3712323266408757,0
312,49,0.6307304314613087,0.6153245640702174,0.530354959730813,0
313,37,0.9505321326021083,1.0045861866561627,2.984520421913806,0
315,43,0.5860162306177332,0.9437118586957925,0.5860162306177332,0
316,46,1.7728460144678213,1.5704152576117183,1.9458236810946503,0
317,23,1.9451720035002105,2.119085046978471,0.2580186686648155,0
318,25,1.9090410360817407,2.051346433249389,1.8695263323230749,0
319,31,0.5475531549800071,0.5475531549800071,0.9912513992084371,0
320,30,1.674381086877901,1.6580402536887988,1.7483943455364028,0
321,9,0.7642045065086203,0.7642045065086203,2.5032583347756456,0
322,4,1.0,1.5,1.0,0
323,19,1.8895782867502313,1.9293092079167293,1.9526832779469117,0
324,18,0.9444885341662054,1.2086489509530647,2.5466316153937774,0
325,21,0.9881808370046762,1.0834189322427716,0.2761954276479391,0
326,50,1.4537629491660327,1.428860699209302,0.4225426691977457,0
327,31,1.2755156646672703,1.2755156646672703,0.20559250818508307,0
328,29,2.5343920990843256,2.3049085807376497,1.8286225027877088,0
329,35,1.813620092025422,1.963480449106466,1.699513731536072,0
330,3,0.9182958340544894,0.9182958340544894,0.9182958340544894,0
331,38,1.3534116441580468,1.606296919801121,0.17556502585750278,0
332,30,1.8866811362745346,1.9785107196799836,1.8212764279322333,0
333,30,1.172253928364927,1.0389205950315934,0.420026001688088,0
334,12,1.3844315043405981,1.5510981710072649,2.054585169337799,0
336,5,1.9219280948873625,1.5219280948873626,1.370950594454669,0
337,11,2.0403733936884962,2.0403733936884962,1.2776134368191157,0
338,21,0.8180959929710641,0.8180959929710641,0.4537163391869449,0
339,16,1.371640762186858,1.496640762186858,2.430036532577266,0
340,36,2.161028800612731,2.24032749428699,0.1831220683013728,0
341,15,1.4716022614097979,2.739572261986723,1.3699740752745007,0
342,50,1.3203335295143304,1.3203335295143304,0.38254266919774566,0
343,44,2.155599333663193,2.1499481955839457,1.9545858925951445,0
344,33,1.8471282101364248,2.271370634378849,2.0296405344719157,0
346,35,1.9189370966640709,2.012850138887012,0.18717625687320819,0
347,24,2.1864823836654392,2.301269362922251,1.898702321036386,0
348,29,1.6941351052052904,1.9270622604523064,0.36205125173399794,0
349,28,0.7075696535050606,0.7075696535050606,0.8059584928680417,0
350,35,2.1527668596670986,2.23433123030348,1.6535240036950203,0
351,1,0.0,0.0,0.0,0
352,2,1.0,1.0,1.0,0
353,2,1.0,1.0,1.0,0
354,15,1.5628066316931744,1.6894822670191827,0.3533593350214213,0
355,28,0.8059584928680417,0.8059584928680417,0.8059584928680417,0
356,25,1.573660689688186,1.3834651896016472,0.4021791902022729,0
357,18,2.1916116417513787,2.752715278979705,1.2086489509530647,0
358,23,1.5621213500372428,1.3012517848198513,0.2580186686648155,0
359,29,0.21639693245126465,0.21639693245126465,0.21639693245126465,0
360,18,1.5002723456084084,1.7916674843771045,2.1405180562767114,0
361,12,0.4138168503036338,0.4138168503036338,2.396240625180289,0
362,8,1.2987949406953987,1.5487949406953987,1.811278124459133,0
363,12,2.2295739585136225,2.6887218755408675,1.207518749639422,0
364,35,2.212886764317154,2.5569394494590516,1.3551000242487345,0
365,20,2.1464393446710153,2.1414460711655217,1.8332062193464953,0
366,19,2.3942811477133947,2.3392610657335644,0.8795064608120063,0
367,30,2.3330570201505036,2.395625251603367,0.7665095065529054,0
368,26,1.993886685743992,2.2058011089873357,0.46816664055233254,0
369,17,1.7360411676599226,2.1607047528877827,1.8942738697712642,0
370,34,1.865169389000016,2.133387491316597,0.3227569588973983,0
371,10,2.1609640474436813,1.9609640474436811,1.9609640474436811,0
372,26,2.0748757755837692,2.368547776483758,1.5058762556041065,0
373,16,0.9933927290103627,0.8683927290103627,0.3372900666170139,0
374,14,1.6266888497018321,1.610577243331642,1.7783283537314114,0
375,42,1.3843418722036032,1.3187493126282825,0.1623261801753929,0
376,23,1.931584071702181,2.051361789187549,2.1396958072174286,0
377,37,1.4153462694556078,1.448997958586325,0.4804334574529621,0
378,20,2.0609640474436812,2.2232196723355075,1.8804820237218405,0
379,41,0.3776463213737003,0.4936191872801264,0.5403651258269956,0
380,49,0.5490977784000841,0.6715467579919209,0.2460225782203316,0
381,31,1.0977809871083373,1.3400317936995285,1.7215694500104755,0
382,44,0.9706892997637834,0.9878458339038622,0.26676498780302604,0
383,16,1.6697367178034828,1.3663146570363986,0.5435644431995964,0
384,3,1.584962500721156,0.9182958340544894,1.584962500721156,0
385,4,0.8112781244591328,0.8112781244591328,0.8112781244591328,0
386,22,1.874858716910131,1.9657678078192218,2.106048095418328,0
388,32,0.6449742087569881,0.7310644431995965,0.5974547231656379,0
389,48,1.7250255782071975,1.907419067835603,2.143432304889683,0
390,23,0.7653636126766976,0.7653636126766976,0.5131851787372752,0
391,36,1.4370927081530442,1.5875272188358718,0.3650989847058807,0
393,42,0.9498560638037997,1.1130644679055461,0.5965734820440878,0
394,50,1.2954312795576,1.5064124386929907,0.14144054254182067,0
395,48,2.0102130207431887,2.2347541684195993,2.0434707708701048,0
396,45,2.237446497532386,2.1849014313857134,1.7529523699079828,0
397,2,1.0,1.0,1.0,0
398,47,1.642998465965222,1.7016130936708276,0.44363159167676336,0
399,27,2.4429473396608685,2.423935762550598,1.4053111355802375,0
400,27,1.3211607334439084,1.3393172147651329,0.6052912052261444,0
401,46,2.3285518300958565,2.4500216583248884,1.6025939565657024,0
402,27,1.5061046842206038,1.9110799555630675,0.22853814395352803,0
404,50,0.6795563653739032,0.7044586153306337,0.3274449191544763,0
405,45,1.8249385842962451,1.927844755697891,2.3655352534096314,0
406,18,2.016875695766564,2.5032583347756456,0.9444885341662054,0
407,19,1.312430802347936,1.562688039303908,2.1148051443393325,0
408,14,0.7345299214394703,0.7345299214394703,1.8322488896002305,0
409,27,1.9047225627853321,2.0264616915928486,1.9687715090302114,0
410,22,1.693040535091949,1.6541881272613421,1.894042441466968,0
411,16,1.4913146570363984,1.7169171866886994,0.3372900666170139,0
412,15,1.4256051990169438,1.4256051990169438,2.041946032206046,0
413,38,1.2376321486270978,1.3826262276883334,0.17556502585750278,0
414,47,2.369489131963014,2.507579025487973,2.0323926385469178,0
415,13,0.9912642605354288,0.9912642605354288,0.3912435636292556,0
416,34,2.040120474355139,2.256149238118269,0.19143325481419346,0
417,18,2.4410685859554375,2.3935823097180293,0.3095434291503252,0
418,4,1.0,1.0,0.8112781244591328,0
419,4,1.0,1.5,1.5,0
420,12,1.1887218755408673,1.1887218755408673,0.4138168503036338,0
422,7,1.4488156357251847,1.8423709931771088,1.6644977792004614,0
423,32,1.2487781244591327,1.373778124459133,0.3372900666170139,0
424,13,1.5058762556041065,1.352030101757953,0.3912435636292556,0
425,4,0.8112781244591328,0.8112781244591328,1.5,0
426,3,0.9182958340544894,0.9182958340544894,0.9182958340544894,0
428,31,2.466284492822744,2.4860644299868464,1.7989209062538076,0
429,19,1.2949950747154697,1.5055213905049438,2.2470847539170853,0
430,5,0.9709505944546688,1.370950594454669,1.5219280948873626,0
431,22,1.363380075980265,1.6138243943587622,1.9299434144670897,0
432,22,1.1191194231256716,0.9373012413074895,1.9338169454856065,0
433,16,1.4237949406953987,1.626614471810182,2.2806390622295667,0
434,17,0.9780155566622415,1.2577148214953866,1.7574839898128798,0
435,32,1.3233885792578717,1.3890093751988053,2.0680425036562062,0
436,26,1.5044201498452239,1.5851842063879111,0.2351933818192415,0
437,27,1.5025342603810576,1.7527152789797047,1.3278754646456608,0
438,12,1.6258145836939113,1.7295739585136223,1.7295739585136227,0
439,34,1.63005990026098,1.711086003265788,2.2596741249814585,0
440,49,2.277592093349114,2.5894869478765288,1.8036619853249367,0
441,23,1.9295015960810527,2.1903711612984442,0.2580186686648155,0
442,43,1.2759157793804943,1.2873163606752163,2.114243906742729,0
443,32,1.5742840955380732,1.767741238830056,1.4227492629180991,0
444,2,1.0,1.0,1.0,0
445,16,1.875,2.25,1.371640762186858,0
446,10,0.9219280948873624,0.7219280948873623,1.7609640474436814,0
447,31,1.6253753620026588,1.8432749588466413,0.9510864799233876,0
448,28,1.7330733225264865,1.6557591426557532,1.674398693025764,0
449,42,1.9703839066836335,2.015625205014351,1.4970497202243018,0
450,22,0.8315435491770657,0.9567657083663145,0.26676498780302604,0
451,28,1.234204837336745,1.26473172920365,0.22228483068568797,0
452,14,0.3712323266408757,0.3712323266408757,2.1280852788913944,0
453,29,1.4444101889028331,1.539406309667091,1.0910862444927814,0
454,37,2.254723709285495,2.685126597621986,1.3408898504782167,0
