window,privesc_count,urg_sum,psh_sum,rst_sum,label
207,3,3,0,0,0
208,1,1,0,0,0
210,2,2,0,0,0
212,5,5,0,0,0
213,4,4,0,0,0
214,3,3,0,0,0
225,1,1,0,0,0
226,4,4,0,0,0
227,4,4,0,0,0
228,3,3,0,0,0
230,2,2,0,0,0
231,4,4,0,0,0
232,8,8,0,0,0
233,3,3,0,0,0
234,12,12,0,0,0
235,5,5,0,0,0
236,2,2,0,0,0
237,7,7,0,0,0
238,3,3,0,0,0
239,1,1,0,0,0
241,1,1,0,0,0
242,3,3,0,0,0
243,2,2,0,0,0
245,2,2,0,0,0
246,1,1,0,0,0
247,1,1,0,0,0
248,8,8,0,0,0
249,7,7,0,0,0
250,18,18,0,0,0
251,1,1,0,0,0
253,4,4,0,0,0
255,8,8,0,0,0
259,3,3,0,0,0
260,1,1,0,0,0
262,3,3,0,0,0
264,2,2,0,0,0
265,5,5,0,0,0
267,1,1,0,0,0
268,2,2,0,0,0
270,3,3,0,0,0
271,4,4,0,0,0
273,1,1,0,0,0
274,3,3,0,0,0
275,1,1,0,0,0
276,6,6,0,0,0
277,1,1,0,0,0
278,8,8,0,0,0
279,22,22,0,0,0
280,13,13,0,0,0
281,11,11,0,0,0
282,5,5,0,0,0
283,11,11,0,0,0
284,4,4,0,0,0
286,1,1,0,0,0
287,4,4,0,0,0
288,5,5,0,0,0
289,1,1,0,0,0
291,8,8,0,0,0
292,1,1,0,0,0
293,5,5,0,0,0
294,2,2,0,0,0
296,3,3,0,0,0
297,1,1,0,0,0
298,9,9,0,0,0
299,4,4,0,0,0
300,5,5,0,0,0
301,7,7,0,0,0
302,7,7,0,0,0
303,8,8,0,0,0
304,14,14,0,0,0
307,1,1,0,0,0
308,18,18,0,0,0
309,14,14,0,0,0
310,11,11,0,0,0
312,1,1,0,0,0
313,4,4,0,0,0
316,3,3,0,0,0
317,2,2,0,0,0
320,2,2,0,0,0
321,26,26,0,0,0
322,38,38,0,0,0
323,11,11,0,0,0
324,17,17,0,0,0
331,1,1,0,0,0
334,10,10,0,0,0
335,15,15,0,0,0
336,8,8,0,0,0
337,13,13,0,0,0
338,7,7,0,0,0
339,2,2,0,0,0
343,5,5,0,0,0
344,2,2,0,0,0
346,2,2,0,0,0
347,1,1,0,0,0
348,16,16,0,0,0
349,1,1,0,0,0
350,11,11,0,0,0
351,26,26,0,0,0
352,20,20,0,0,0
353,5,5,0,0,0
354,7,7,0,0,0
356,9,9,0,0,0
357,13,13,0,0,0
358,1,1,0,0,0
359,3,3,0,0,0
360,11,11,0,0,0
361,5,5,0,0,0
362,6,6,0,0,0
364,3,3,0,0,0
365,7,7,0,0,0
367,4,4,0,0,0
369,5,5,0,0,0
370,1,1,0,0,0
371,14,14,0,0,0
372,3,3,0,0,0
373,6,6,0,0,0
375,1,1,0,0,0
377,1,1,0,0,0
378,2,2,0,0,0
382,1,1,0,0,0
383,15,15,0,0,0
384,25,25,0,0,0
385,33,33,0,0,0
386,4,4,0,0,0
389,2,2,0,0,0
391,1,1,0,0,0
396,1,1,0,0,0
398,3,3,0,0,0
399,4,4,0,0,0
402,5,5,0,0,0
405,2,2,0,0,0
406,20,20,0,0,0
407,5,5,0,0,0
409,12,12,0,0,0
410,10,10,0,0,0
411,4,4,0,0,0
414,3,3,0,0,0
416,2,2,0,0,0
417,13,13,0,0,0
418,27,27,0,0,0
419,21,21,0,0,0
420,7,7,0,0,0
421,8,8,0,0,0
422,12,12,0,0,0
424,15,15,0,0,0
425,32,32,0,0,0
426,17,17,0,0,0
427,23,23,0,0,0
428,1,1,0,0,0
429,7,7,0,0,0
430,23,23,0,0,0
431,1,1,0,0,0
432,25,25,0,0,0
433,11,11,0,0,0
434,1,1,0,0,0
435,8,8,0,0,0
436,4,4,0,0,0
437,4,4,0,0,0
438,1,1,0,0,0
441,2,2,0,0,0
442,4,4,0,0,0
443,11,11,0,0,0
444,36,36,0,0,0
445,9,9,0,0,0
446,9,9,0,0,0
447,1,1,0,0,0
448,2,2,0,0,0
450,1,1,0,0,0
451,5,5,0,0,0
452,8,8,0,0,0
453,3,3,0,0,0
454,10,10,0,0,0
455,6,6,0,0,0
456,8,8,0,0,0
457,15,15,0,0,0
458,15,15,0,0,0
459,5,5,0,0,0
460,20,20,0,0,0
461,9,9,0,0,0
462,11,11,0,0,0
463,1,1,0,0,0
464,3,3,0,0,0
465,1,1,0,0,0
466,2,2,0,0,0
469,4,4,0,0,0
472,14,14,0,0,0
473,4,4,0,0,0
477,1,1,0,0,0
478,3,3,0,0,0
479,4,4,0,0,0
480,9,9,0,0,0
481,8,8,0,0,0
483,1,1,0,0,0
484,3,3,0,0,0
485,5,5,0,0,0
486,6,6,0,0,0
487,2,2,0,0,0
488,2,2,0,0,0
489,1,1,0,0,0
491,8,8,0,0,0
492,4,4,0,0,0
494,2,2,0,0,0
496,6,6,0,0,0
497,2,2,0,0,0
498,5,5,0,0,0
499,14,14,0,0,0
500,24,24,0,0,0
502,8,8,0,0,0
503,8,8,0,0,0
504,29,29,0,0,0
505,17,17,0,0,0
506,14,14,0,0,0
507,15,15,0,0,0
508,1,1,0,0,0
509,12,12,0,0,0
510,31,31,0,0,0
511,1,1,0,0,0
515,5,5,0,0,0
516,1,1,0,0,0
524,1,1,0,0,0
525,2,2,0,0,0
528,23,23,0,0,0
529,22,22,0,0,0
534,7,7,0,0,0
535,9,9,0,0,0
536,20,20,0,0,0
537,5,5,0,0,0
538,2,2,0,0,0
539,6,6,0,0,0
540,15,15,0,0,0
541,25,25,0,0,0
542,11,11,0,0,0
543,5,5,0,0,0
544,5,5,0,0,0
545,4,4,0,0,0
548,5,5,0,0,0
549,12,12,0,0,0
554,1,1,0,0,0
555,1,1,0,0,0
557,3,3,0,0,0
558,1,1,0,0,0
560,4,4,0,0,0
564,2,2,0,0,0
565,8,8,0,0,0
568,4,4,0,0,0
569,1,1,0,0,0
570,2,2,0,0,0
572,3,3,0,0,0
574,1,1,0,0,0
575,3,3,0,0,0
576,3,3,0,0,0
578,4,4,0,0,0
579,20,20,0,0,0
580,8,8,0,0,0
581,4,4,0,0,0
582,13,13,0,0,0
583,9,9,0,0,0
584,6,6,0,0,0
585,5,5,0,0,0
586,1,1,0,0,0
587,9,9,0,0,0
588,1,1,0,0,0
592,1,1,0,0,0
594,1,1,0,0,0
595,3,3,0,0,0
596,2,2,0,0,0
598,8,8,0,0,0
599,22,22,0,0,0
600,13,13,0,0,0
601,5,5,0,0,0
602,9,9,0,0,0
603,11,11,0,0,0
616,1,1,0,0,0
617,2,2,0,0,0
618,2,2,0,0,0
619,15,15,0,0,0
620,10,10,0,0,0
621,18,18,0,0,0
622,16,16,0,0,0
623,7,7,0,0,0
629,3,3,0,0,0
630,1,1,0,0,0
632,2,2,0,0,0
633,1,1,0,0,0
635,2,2,0,0,0
636,11,11,0,0,0
637,16,16,0,0,0
646,1,1,0,0,0
651,1,1,0,0,0
655,4,4,0,0,0
659,6,6,0,0,0
661,8,8,0,0,0
662,7,7,0,0,0
663,4,4,0,0,0
664,3,3,0,0,0
665,16,16,0,0,0
666,18,18,0,0,0
667,18,18,0,0,0
668,5,5,0,0,0
669,2,2,0,0,0
670,8,8,0,0,0
671,11,11,0,0,0
672,5,5,0,0,0
674,2,2,0,0,0
676,4,4,0,0,0
677,32,32,0,0,0
678,11,11,0,0,0
679,2,2,0,0,0
680,22,22,0,0,0
681,29,29,0,0,0
682,17,17,0,0,0
684,2,2,0,0,0
686,1,1,0,0,0
687,3,3,0,0,0
688,3,3,0,0,0
691,4,4,0,0,0
692,22,22,0,0,0
693,20,20,0,0,0
694,7,7,0,0,0
695,7,7,0,0,0
696,7,7,0,0,0
697,1,1,0,0,0
698,4,4,0,0,0
699,4,4,0,0,0
700,4,4,0,0,0
701,3,3,0,0,0
702,2,2,0,0,0
703,7,7,0,0,0
704,15,15,0,0,0
705,16,16,0,0,0
706,9,9,0,0,0
707,6,6,0,0,0
708,16,16,0,0,0
709,3,3,0,0,0
710,14,14,0,0,0
711,40,40,0,0,0
712,36,36,0,0,0
713,33,33,0,0,0
714,7,7,0,0,0
715,20,20,0,0,0
716,28,28,0,0,0
717,1,1,0,0,0
718,1,1,0,0,0
719,4,4,0,0,0
720,8,8,0,0,0
721,32,32,0,0,0
722,3,3,0,0,0
723,10,10,0,0,0
729,1,1,0,0,0
733,1,1,0,0,0
734,15,15,0,0,0
735,5,5,0,0,0
736,7,7,0,0,0
737,19,19,0,0,0
738,33,33,0,0,0
739,7,7,0,0,0
740,2,1,0,0,0
741,6,6,0,0,0
742,17,17,0,0,0
743,5,5,0,0,0
744,3,3,0,0,0
745,4,4,0,0,0
746,5,5,0,0,0
747,4,4,0,0,0
748,8,8,0,0,0
749,1,1,0,0,0
750,7,7,0,0,0
752,1,1,0,0,0
753,2,2,0,0,0
754,3,3,0,0,0
755,4,4,0,0,0
756,2,2,0,0,0
757,13,13,0,0,0
758,22,22,0,0,0
759,12,12,0,0,0
760,5,5,0,0,0
761,12,12,0,0,0
762,21,21,0,0,0
763,22,22,0,0,0
764,17,17,0,0,0
766,1,1,0,0,0
771,12,12,0,0,0
773,2,2,0,0,0
780,1,1,0,0,0
782,2,2,0,0,0
783,23,23,0,0,0
784,2,2,0,0,0
785,2,2,0,0,0
786,1,1,0,0,0
789,2,2,0,0,0
790,1,1,0,0,0
791,1,1,0,0,0
792,1,1,0,0,0
793,2,2,0,0,0
795,3,3,0,0,0
796,7,7,0,0,0
798,2,2,0,0,0
799,1,1,0,0,0
800,10,10,0,0,0
801,11,11,0,0,0
802,7,7,0,0,0
803,15,15,0,0,0
806,1,1,0,0,0
807,11,11,0,0,0
808,23,23,0,0,0
809,14,14,0,0,0
810,15,15,0,0,0
811,4,4,0,0,0
812,5,5,0,0,0
815,1,1,0,0,0
816,1,1,0,0,0
818,2,2,0,0,0
819,4,4,0,0,0
820,6,6,0,0,0
821,8,8,0,0,0
822,1,1,0,0,0
823,1,1,0,0,0
824,14,14,0,0,0
827,9,9,0,0,0
828,7,7,0,0,0
829,11,11,0,0,0
833,11,11,0,0,0
834,8,8,0,0,0
835,14,14,0,0,0
836,15,15,0,0,0
837,13,13,0,0,0
838,36,36,0,0,0
839,22,22,0,0,0
840,2,2,0,0,0
841,1,1,0,0,0
845,1,1,0,0,0
846,4,4,0,0,0
847,5,5,0,0,0
848,2,2,0,0,0
851,2,2,0,0,0
852,34,34,0,0,0
853,6,6,0,0,0
854,6,6,0,0,0
855,23,23,0,0,0
856,13,13,0,0,0
861,4,4,0,0,0
862,9,9,0,0,0
863,12,12,0,0,0
864,3,3,0,0,0
868,1,1,0,0,0
871,1,1,0,0,0
872,3,3,0,0,0
874,2,2,0,0,0
876,27,27,0,0,0
877,26,26,0,0,0
878,13,13,0,0,0
879,1,1,0,0,0
880,1,1,0,0,0
881,8,8,0,0,0
882,8,8,0,0,0
883,1,1,0,0,0
884,5,5,0,0,0
885,8,8,0,0,0
886,3,3,0,0,0
890,2,2,0,0,0
893,3,3,0,0,0
894,3,3,0,0,0
896,2,2,0,0,0
898,3,3,0,0,0
899,5,5,0,0,0
900,5,5,0,0,0
901,7,7,0,0,0
902,13,13,0,0,0
903,8,8,0,0,0
904,8,8,0,0,0
905,1,1,0,0,0
907,2,2,0,0,0
908,8,8,0,0,0
909,7,7,0,0,0
911,11,11,0,0,0
912,3,3,0,0,0
913,2,2,0,0,0
915,12,12,0,0,0
916,14,14,0,0,0
917,12,12,0,0,0
918,1,1,0,0,0
919,7,7,0,0,0
920,15,15,0,0,0
921,4,4,0,0,0
922,18,18,0,0,0
923,32,32,0,0,0
924,13,13,0,0,0
925,3,3,0,0,0
926,5,5,0,0,0
927,17,17,0,0,0
928,4,4,0,0,0
929,6,6,0,0,0
930,2,2,0,0,0
931,7,7,0,0,0
932,12,12,0,0,0
933,14,14,0,0,0
934,12,12,0,0,0
935,1,1,0,0,0
936,2,2,0,0,0
938,3,3,0,0,0
939,2,2,0,0,0
941,2,2,0,0,0
942,1,1,0,0,0
943,12,12,0,0,0
945,5,5,0,0,0
946,1,1,0,0,0
947,9,9,0,0,0
948,2,2,0,0,0
949,3,3,0,0,0
950,1,1,0,0,0
951,2,2,0,0,0
952,1,1,0,0,0
953,7,7,0,0,0
954,3,3,0,0,0
955,1,1,0,0,0
956,9,9,0,0,0
957,13,13,0,0,0
958,12,12,0,0,0
960,2,2,0,0,0
962,1,1,0,0,0
963,5,5,0,0,0
964,14,14,0,0,0
965,4,4,0,0,0
966,19,19,0,0,0
967,4,4,0,0,0
970,1,1,0,0,0
971,3,3,0,0,0
972,2,2,0,0,0
973,15,15,0,0,0
974,3,3,0,0,0
979,2,2,0,0,0
981,2,2,0,0,0
982,1,1,0,0,0
983,1,1,0,0,0
985,2,2,0,0,0
986,4,4,0,0,0
988,3,3,0,0,0
990,3,3,0,0,0
991,3,3,0,0,0
992,9,9,0,0,0
993,32,32,0,0,0
994,7,7,0,0,0
995,16,16,0,0,0
996,9,9,0,0,0
997,15,15,0,0,0
998,14,14,0,0,0
999,8,8,0,0,0
1000,25,25,0,0,0
1001,23,23,0,0,0
1002,15,15,0,0,0
1003,8,8,0,0,0
1004,21,21,0,0,0
1005,1,0,1,0,0
1009,1,1,0,0,0
1010,2,1,1,0,0
1011,1,1,0,0,0
1013,5,4,1,0,0
1014,2,1,1,0,0
1015,5,5,0,0,0
1016,3,2,1,0,0
1023,1,1,0,0,0
1025,1,0,1,0,0
1026,1,0,1,0,0
1027,2,1,1,0,0
1028,1,1,0,0,0
1029,4,4,0,0,0
1030,7,7,0,0,0
1032,2,2,0,0,0
1033,3,3,0,0,0
1034,5,5,0,0,0
1035,1,1,0,0,0
1036,3,3,0,0,0
1037,6,6,0,0,0
1038,20,20,0,0,0
1039,10,10,0,0,0
1040,11,11,0,0,0
1041,11,11,0,0,0
1042,6,6,0,0,0
1043,7,7,0,0,0
1045,3,3,0,0,0
1046,1,1,0,0,0
1047,1,1,0,0,0
1049,1,1,0,0,0
1051,1,1,0,0,0
1052,2,2,0,0,0
1054,1,1,0,0,0
1056,10,10,0,0,0
1057,1,1,0,0,0
1058,1,1,0,0,0
1059,1,1,0,0,0
1060,1,1,0,0,0
1062,3,3,0,0,0
1063,1,1,0,0,0
1065,6,6,0,0,0
1066,11,11,0,0,0
1067,2,2,0,0,0
1068,3,3,0,0,0
1069,32,32,0,0,0
1070,12,12,0,0,0
1071,3,3,0,0,0
1073,6,6,0,0,0
1074,1,1,0,0,0
1076,2,2,0,0,0
1077,2,2,0,0,0
1078,17,17,0,0,0
1079,8,8,0,0,0
1080,10,10,0,0,0
1081,2,2,0,0,0
1084,6,6,0,0,0
1085,2,2,0,0,0
1088,3,3,0,0,0
1089,2,2,0,0,0
1090,1,1,0,0,0
1091,6,6,0,0,0
1092,7,7,0,0,0
1093,10,10,0,0,0
1094,10,10,0,0,0
1095,7,7,0,0,0
1096,8,8,0,0,0
1099,5,5,0,0,0
1100,1,1,0,0,0
1101,2,2,0,0,0
1102,14,14,0,0,0
1103,3,3,0,0,0
1104,5,5,0,0,0
1106,3,3,0,0,0
1108,1,1,0,0,0
1112,3,3,0,0,0
1113,4,4,0,0,0
1115,2,2,0,0,0
1116,2,2,0,0,0
1117,5,5,0,0,0
1118,6,6,0,0,0
1119,10,10,0,0,0
1120,5,5,0,0,0
1121,2,2,0,0,0
1122,1,1,0,0,0
1123,3,3,0,0,0
1127,2,2,0,0,0
1128,11,11,0,0,0
1129,11,11,0,0,0
1130,8,8,0,0,0
1131,8,8,0,0,0
1132,12,12,0,0,0
1133,12,12,0,0,0
1134,15,15,0,0,0
1135,1,1,0,0,0
1136,1,1,0,0,0
1138,2,2,0,0,0
1140,7,7,0,0,0
1141,8,8,0,0,0
1142,4,4,0,0,0
1143,2,2,0,0,0
1145,3,3,0,0,0
1146,2,2,0,0,0
1147,3,3,0,0,0
1150,2,2,0,0,0
1151,4,4,0,0,0
1152,1,1,0,0,0
1153,2,2,0,0,0
1154,16,16,0,0,0
1155,19,19,0,0,0
1156,13,13,0,0,0
1157,9,9,0,0,0
1158,6,6,0,0,0
1159,22,22,0,0,0
1160,9,9,0,0,0
1161,24,24,0,0,0
1162,23,23,0,0,0
1163,1,1,0,0,0
1165,3,3,0,0,0
1166,7,7,0,0,0
1169,5,5,0,0,0
1170,6,6,0,0,0
1172,5,5,0,0,0
1173,4,4,0,0,0
1174,12,12,0,0,0
1175,6,6,0,0,0
1176,6,6,0,0,0
1177,2,2,0,0,0
1178,6,6,0,0,0
1179,3,3,0,0,0
1180,11,11,0,0,0
1181,5,5,0,0,0
1184,2,2,0,0,0
1185,11,11,0,0,0
1186,17,17,0,0,0
1187,6,6,0,0,0
1188,1,1,0,0,0
1189,34,34,0,0,0
1190,17,17,0,0,0
1191,3,3,0,0,0
1192,2,2,0,0,0
1193,15,15,0,0,0
1194,9,9,0,0,0
1195,2,2,0,0,0
1197,1,1,0,0,0
1198,2,2,0,0,0
1200,13,13,0,0,0
1201,11,11,0,0,0
1202,1,1,0,0,0
1203,2,2,0,0,0
1204,12,12,0,0,0
1205,2,2,0,0,0
1207,2,2,0,0,0
1208,13,13,0,0,0
1209,12,12,0,0,0
1210,6,6,0,0,0
1211,1,1,0,0,0
1214,1,1,0,0,0
1215,6,6,0,0,0
1216,10,10,0,0,0
1218,4,4,0,0,0
1220,7,7,0,0,0
1221,12,12,0,0,0
1224,1,1,0,0,0
1225,12,12,0,0,0
1226,24,24,0,0,0
1227,15,15,0,0,0
1228,6,6,0,0,0
1229,16,16,0,0,0
1230,6,6,0,0,0
1231,2,2,0,0,0
1232,3,3,0,0,0
1233,10,10,0,0,0
1234,9,9,0,0,0
1235,1,1,0,0,0
1236,4,4,0,0,0
1237,2,2,0,0,0
1238,6,6,0,0,0
1239,20,20,0,0,0
1240,5,5,0,0,0
1241,3,3,0,0,0
1245,1,1,0,0,0
1247,2,2,0,0,0
1248,3,3,0,0,0
1249,6,6,0,0,0
1251,2,2,0,0,0
1253,2,2,0,0,0
1254,11,11,0,0,0
1255,8,8,0,0,0
1256,28,28,0,0,0
1257,2,2,0,0,0
1258,7,7,0,0,0
1259,1,1,0,0,0
1262,4,4,0,0,0
1263,2,2,0,0,0
1264,1,1,0,0,0
1265,2,2,0,0,0
1266,4,4,0,0,0
1267,12,12,0,0,0
1269,4,4,0,0,0
1270,5,5,0,0,0
1271,13,13,0,0,0
1272,18,18,0,0,0
1273,16,16,0,0,0
1274,2,2,0,0,0
1276,1,1,0,0,0
1280,1,1,0,0,0
1283,2,2,0,0,0
1284,12,12,0,0,0
1285,2,2,0,0,0
1286,1,1,0,0,0
1287,1,1,0,0,0
1288,6,6,0,0,0
1289,15,15,0,0,0
1290,14,14,0,0,0
1291,9,9,0,0,0
1292,21,21,0,0,0
1293,14,14,0,0,0
1294,17,17,0,0,0
1295,6,6,0,0,0
1296,8,8,0,0,0
1297,4,4,0,0,0
1298,2,2,0,0,0
1299,3,3,0,0,0
1303,1,1,0,0,0
1306,7,7,0,0,0
1307,8,8,0,0,0
1308,8,8,0,0,0
1310,2,2,0,0,0
1311,7,7,0,0,0
1316,7,7,0,0,0
1317,15,15,0,0,0
1318,1,1,0,0,0
1319,24,24,0,0,0
1320,5,5,0,0,0
1321,2,2,0,0,0
1322,12,12,0,0,0
1324,4,4,0,0,0
1325,3,3,0,0,0
1326,12,12,0,0,0
1327,4,4,0,0,0
1329,3,3,0,0,0
1339,19,19,0,0,0
1340,8,8,0,0,0
1341,1,1,0,0,0
1349,2,2,0,0,0
1350,1,1,0,0,0
1352,19,19,0,0,0
1353,18,18,0,0,0
1354,12,12,0,0,0
1355,1,1,0,0,0
1357,3,3,0,0,0
1358,3,3,0,0,0
1359,1,1,0,0,0
1361,1,1,0,0,0
1363,1,1,0,0,0
1366,3,3,0,0,0
1367,1,1,0,0,0
1368,3,3,0,0,0
1369,2,2,0,0,0
1370,3,3,0,0,0
1371,2,2,0,0,0
1372,2,2,0,0,0
1373,3,3,0,0,0
1374,8,8,0,0,0
1375,9,9,0,0,0
1376,1,1,0,0,0
1377,14,14,0,0,0
1378,25,25,0,0,0
1379,16,16,0,0,0
1380,14,14,0,0,0
1381,13,13,0,0,0
1382,2,2,0,0,0
1383,7,7,0,0,0
1384,12,12,0,0,0
1385,10,10,0,0,0
1386,18,18,0,0,0
1387,10,10,0,0,0
1388,31,31,0,0,0
1389,8,8,0,0,0
1390,7,7,0,0,0
1391,12,12,0,0,0
1392,3,3,0,0,0
1393,14,14,0,0,0
1394,6,6,0,0,0
1395,4,4,0,0,0
1397,1,1,0,0,0
1398,7,7,0,0,0
1399,1,1,0,0,0
1400,10,10,0,0,0
1401,7,7,0,0,0
1402,3,3,0,0,0
1404,1,1,0,0,0
1411,3,3,0,0,0
1412,9,9,0,0,0
1413,12,12,0,0,0
1414,7,7,0,0,0
1415,5,5,0,0,0
1416,1,1,0,0,0
1417,23,23,0,0,0
1418,6,6,0,0,0
1419,8,8,0,0,0
1420,9,9,0,0,0
1421,3,3,0,0,0
1422,1,1,0,0,0
1423,14,14,0,0,0
1425,15,15,0,0,0
1426,15,15,0,0,0
1427,3,3,0,0,0
1428,10,10,0,0,0
1429,10,10,0,0,0
1430,15,15,0,0,0
1431,8,8,0,0,0
1434,3,3,0,0,0
1435,4,4,0,0,0
1437,19,19,0,0,0
1438,9,9,0,0,0
1439,8,8,0,0,0
1440,5,5,0,0,0
1441,3,3,0,0,0
1442,1,1,0,0,0
1443,1,1,0,0,0
1445,6,6,0,0,0
1446,1,1,0,0,0
1447,1,1,0,0,0
1448,4,4,0,0,0
1449,4,4,0,0,0
1450,2,2,0,0,0
1451,12,12,0,0,0
1452,7,7,0,0,0
1453,5,5,0,0,0
1454,20,20,0,0,0
1455,20,20,0,0,0
1456,7,7,0,0,0
1458,1,1,0,0,0
1459,1,1,0,0,0
1460,26,26,0,0,0
1461,18,18,0,0,0
1462,4,4,0,0,0
1464,1,1,0,0,0
1465,2,2,0,0,0
1467,10,10,0,0,0
1471,6,6,0,0,0
1472,8,8,0,0,0
1473,2,2,0,0,0
1474,3,3,0,0,0
1476,3,3,0,0,0
1478,10,10,0,0,0
1480,2,2,0,0,0
1482,1,1,0,0,0
1484,2,2,0,0,0
1486,4,4,0,0,0
1487,7,7,0,0,0
1488,8,8,0,0,0
1489,2,2,0,0,0
1492,1,1,0,0,0
1493,1,1,0,0,0
1499,2,2,0,0,0
1501,9,9,0,0,0
1502,5,5,0,0,0
1503,1,1,0,0,0
1504,4,4,0,0,0
1505,3,3,0,0,0
1506,14,14,0,0,0
1507,9,9,0,0,0
1508,8,8,0,0,0
1509,1,1,0,0,0
1510,1,1,0,0,0
1512,1,1,0,0,0
1515,1,1,0,0,0
1516,5,5,0,0,0
1517,1,1,0,0,0
1518,3,3,0,0,0
1520,1,1,0,0,0
1521,2,2,0,0,0
1522,4,4,0,0,0
1523,5,5,0,0,0
1525,1,1,0,0,0
1526,11,11,0,0,0
1527,1,1,0,0,0
1528,3,3,0,0,0
1529,7,7,0,0,0
1530,14,14,0,0,0
1531,11,11,0,0,0
1532,2,2,0,0,0
1533,3,3,0,0,0
1535,1,1,0,0,0
1536,3,3,0,0,0
1537,6,6,0,0,0
1538,4,4,0,0,0
1539,2,2,0,0,0
1540,15,15,0,0,0
1541,9,9,0,0,0
1542,13,13,0,0,0
1543,8,8,0,0,0
1544,4,4,0,0,0
1545,2,2,0,0,0
1546,5,5,0,0,0
1547,3,3,0,0,0
1548,3,3,0,0,0
1549,2,2,0,0,0
1550,3,3,0,0,0
1551,8,8,0,0,0
1552,1,1,0,0,0
1553,2,2,0,0,0
1554,6,6,0,0,0
1555,2,2,0,0,0
1556,3,3,0,0,0
1557,3,3,0,0,0
1558,4,4,0,0,0
1559,13,13,0,0,0
1560,7,7,0,0,0
1561,21,21,0,0,0
1562,18,18,0,0,0
1563,10,10,0,0,0
1564,1,1,0,0,0
1566,2,2,0,0,0
1567,3,3,0,0,0
1568,2,2,0,0,0
1569,10,10,0,0,0
1570,12,12,0,0,0
1571,7,7,0,0,0
1574,2,2,0,0,0
1575,2,0,2,0,0
1577,5,2,3,0,0
1578,4,1,3,0,0
1586,2,0,2,0,0
1590,1,1,0,0,0
1591,1,0,1,0,0
1595,1,1,0,0,0
1597,1,1,0,0,0
