window,avg_asymmetry,max_asymmetry,asymmetry_entropy,down_up_ratio,init_win_fwd,label
26,0.37577530183348273,0.9991071428571429,2.6750016295504095,0.92,3134.28,0
27,0.49006010757251384,0.991304347826087,2.7894154236665503,0.78,7709.24,0
28,0.45592882510598925,0.96875,2.8141806222509147,0.62,5559.84,0
29,0.3971693625342531,0.9995173745173745,2.3778480731871072,0.92,6582.18,0
30,0.34560828193711357,0.9999497436928334,2.4359215153379172,0.98,3695.72,0
31,0.5589936411354138,0.96875,2.440887218860874,0.8,3489.34,0
32,0.526404554501142,0.9999497436928334,2.8053227604431283,0.74,4878.62,0
33,0.7536131220477098,0.9700856966163088,2.205836212427655,0.86,6389.54,0
34,0.40992896844191207,0.702258726899384,3.229653500167428,1.0,-1.0,0
35,0.520504481454145,0.9307128351633221,3.043297864653778,0.8,3276.2,0
36,0.30350147072332995,0.6342756183745583,2.8052951740559755,1.0,162.86,0
37,0.5582256595146616,0.9896062601010317,3.061664262558638,0.78,5540.62,0
38,0.5543036114497712,0.9968883320103824,3.0258621126686167,0.9,10690.46,0
39,0.4303800693325071,0.9769751693002258,2.691022883045848,0.92,3503.12,0
40,0.4509352753508002,0.9885057471264368,3.1064441832926586,0.56,9970.8,0
41,0.45887816133941667,0.966755834507009,3.1806858798532947,0.66,12278.12,0
42,0.6569645926501027,0.9929986230272216,2.8892288049492345,0.54,12380.12,0
43,0.3765385173094685,0.691358024691358,2.8650464172773455,0.94,2.12,0
44,0.4995407832067329,0.9776502071823204,3.087265190592153,0.66,10562.62,0
45,0.486718173801687,0.8798751950078003,3.1627539408085,0.56,12881.7,0
46,0.45903929255148074,0.9994874423372629,2.8656588813630326,0.72,7680.98,0
47,0.44203373158465076,0.8924988055422838,3.1299173324961527,0.74,9343.32,0
48,0.48968767583323014,0.9959677419354839,2.9038648032664187,0.34,8896.96,0
49,0.34586896725204985,0.9983660130718954,2.19829757027802,0.7,3635.88,0
50,0.444447492027944,0.9998279421885754,2.939849000253967,0.72,2509.8,0
51,0.38021225738789366,0.9999497436928334,2.8603107519800512,0.84,2856.36,0
52,0.4109997292991684,0.9632701245860743,3.108954822090644,0.72,3408.78,0
53,0.36320467392362255,0.9996699669966996,2.501315277401236,0.86,1361.78,0
54,0.625027990797415,0.9798935614121017,2.8392759529833627,0.52,5575.04,0
55,0.47065464644884947,0.9230769230769231,3.085588129810025,0.74,1327.08,0
56,0.5379197497343128,0.9427119831814996,3.156007305121772,0.5,6061.82,0
57,0.3363567675780199,0.7536231884057971,3.0606858798532954,0.9,-1.0,0
58,0.4949597975995579,0.9675,3.0531023645672386,0.6,2305.12,0
59,0.4848038314683871,0.9771578812363729,2.7697693654723428,0.9,2129.18,0
60,0.47402796619481713,0.9230769230769231,2.4738006557560284,0.8,1146.02,0
61,0.438252799606861,0.9230769230769231,3.1272103113389793,0.74,2307.3,0
62,0.6924314983485523,0.9899659024891054,2.922140736434379,0.3,8673.02,0
63,0.3458985690709702,0.6713286713286714,2.868438191111385,0.96,-1.0,0
64,0.5738376741808652,0.9772727272727273,3.104876881016878,0.58,3458.5,0
65,0.45971112294256145,0.9823694647259007,2.8249041738828975,0.84,1965.32,0
66,0.4494331380557166,0.9726247987117552,2.9405688625388087,0.94,329.12,0
67,0.6051654479916394,0.9772727272727273,2.8428954439145144,0.62,5075.12,0
68,0.4239852992313442,0.9230769230769231,2.8966912610489004,0.96,165.5,0
69,0.5086356191159896,0.9736842105263158,2.8138570720473743,0.76,642.12,0
70,0.4515035084259922,0.9736842105263158,2.6362417639579876,0.56,3947.08,0
71,0.4982633575341742,0.9966329966329966,3.0139425457500377,0.7,3176.28,0
72,0.4423763861330991,0.9966329966329966,2.9809095550785023,0.74,3650.96,0
73,0.6347836730376615,0.989945716308709,2.452040189555805,0.48,6265.12,0
74,0.544654654135151,0.9690760379545748,2.8085053249997314,0.64,20479.16,0
75,0.44369954972879433,0.9995173745173745,1.948679687222481,0.46,12736.48,0
76,0.7005701693043798,0.9772727272727273,1.4888718206952598,0.2,3538.38,0
77,0.28612122665482276,0.96875,2.395727130456493,0.62,2302.96,0
78,0.23756973368662848,0.9983818770226537,2.3338286290311765,0.8,2537.3,0
79,0.37798090331438333,0.9999497436928334,2.579057234406546,0.74,4640.2,0
80,0.628319828999659,0.9803921568627451,2.929917332496152,0.42,4500.98,0
81,0.34123599679684496,0.9246280124433117,2.860792537764016,0.86,1637.6,0
82,0.6248152628747127,0.9830533097982813,2.8634651896016474,0.56,4113.88,0
83,0.3656464622788132,0.9821596784283835,2.906313713864835,0.74,1172.72,0
84,0.43489223056666004,0.9230769230769231,3.248047190938308,0.68,2888.94,0
85,0.32724545903258984,0.9736842105263158,2.339792500813896,0.78,2656.4,0
86,0.5957871548451859,0.9836751135198477,2.986495760962361,0.8,12263.42,0
87,0.5143610296345961,0.9858618934343583,3.2032156925345845,0.66,16362.36,0
88,0.4434945916867097,0.8297170282971703,3.0757836298965637,0.98,1167.04,0
89,0.5643361576600201,0.9980694980694981,2.858912245676305,0.38,25158.14,0
90,0.4095517011512682,0.7522603978300181,3.1750175018502436,0.9,3503.12,0
91,0.4561095426907312,0.7740979381443299,3.1138717941970304,0.72,5895.58,0
92,0.49743328483196186,0.7854113655640373,2.9599197518069738,0.84,5255.18,0
93,0.4747495148012774,0.7940780619111709,2.990170131146686,1.0,583.02,0
94,0.4035792065024162,0.9230769230769231,3.0827539408084994,0.58,13757.32,0
95,0.43410162596012797,0.9994874423372629,2.9879764393853003,0.64,5583.54,0
96,0.4346533781113932,0.9880952380952381,1.9990828722076455,0.3,871.02,0
97,0.3805957703642164,0.9871794871794872,1.880924277228159,0.22,1010.2,0
98,0.5754053346665271,0.9871794871794872,2.1560927788244357,0.38,1870.6,0
99,0.5752641971910232,0.9736842105263158,2.320521856488895,0.48,4924.1,0
100,0.5496998534342644,0.9607313420754412,3.1241380458365766,0.7,11128.48,0
101,0.46530050154554625,0.9749781484718745,2.9849041738828976,0.9,7014.4,0
102,0.44137285804753323,0.9863013698630136,3.079079570624175,0.8,7620.54,0
103,0.47888414293890263,0.9960667086217747,2.987879865990438,0.78,4871.24,0
104,0.41572165874048495,0.9306647926074344,2.9289695442403,0.88,5282.64,0
105,0.37762252839457117,0.9230769230769231,2.886508015597534,0.32,23396.58,0
106,0.41505945459699445,0.9793759888678576,2.7932585898229094,0.96,4671.16,0
107,0.36449796799240664,0.7839195979899497,3.095854381449571,0.98,601.44,0
108,0.41452104752163954,0.7221238938053097,2.8894861752195578,1.0,1784.28,0
109,0.44052104701590394,0.972972972972973,3.1243761223374533,0.44,12897.04,0
110,0.4578190786421832,0.96875,3.16604988153611,0.56,9995.92,0
111,0.3922708249332444,0.7831401475237092,3.2628246923615065,0.98,1189.32,0
112,0.34860561836082915,0.96875,2.7932941753066367,0.64,11132.9,0
113,0.2843872089989129,0.9999497436928334,0.8812908992306927,0.66,2360.94,0
114,0.4675583177827957,0.9983818770226537,2.9974606906786914,0.68,4129.92,0
115,0.3239652557437932,0.7049504950495049,2.9450150825394217,1.0,507.64,0
116,0.37779628563486767,0.9982935153583617,2.2258056132285455,0.48,244.44,0
117,0.5034475188193599,0.9880952380952381,2.4140534544065617,0.44,4614.32,0
118,0.4640403775384467,0.9938505203405865,3.2183683218310266,0.7,2815.1,0
119,0.4158261701311366,0.7031578947368421,2.8247671225105315,0.94,336.94,0
120,0.43602957019348343,0.9774284197017303,2.8048927533167114,0.94,2791.84,0
121,0.482867780384383,0.925907217328053,2.9995995031869036,0.88,2456.9,0
122,0.29886936943425974,0.5420054200542005,2.9632705717877577,1.0,20.82,0
123,0.49774885364502597,0.9230769230769231,3.1969989389526066,0.68,4275.08,0
124,0.5355187153322412,0.9230769230769231,2.994708673796359,0.9,2129.58,0
125,0.4954834578194077,0.9230769230769231,3.1627539408085,0.66,4351.98,0
126,0.4468992373522827,0.9772727272727273,2.5252130019367818,0.58,6328.12,0
127,0.5054323812571327,0.9999439241854988,2.153487256082354,0.38,3938.08,0
128,0.4755884718882932,0.96875,2.950115251893512,0.6,3114.64,0
129,0.4558486420934495,0.96875,2.4065665125153686,0.54,726.3,0
130,0.6109761387769742,0.9475261531588548,2.440112832582691,0.44,4532.94,0
131,0.38608418463929495,0.9713339260618923,2.780275906784758,0.94,1151.18,0
132,0.5226959998173057,0.9722814498933902,3.04572963291604,0.82,2473.34,0
133,0.37048475915577833,0.9478660652324774,3.0555341328295014,1.08,2443.52,0
134,0.5002858707470891,0.9230769230769231,3.163590820407828,0.76,3281.28,0
135,0.5377860686364245,0.9848484848484849,3.1844984515601635,0.7,1932.96,0
136,0.6584490135446575,0.9772727272727273,2.9657296329160405,0.52,8422.9,0
137,0.39781694643191906,0.9864892170910026,2.986819311165902,0.74,12288.08,0
138,0.6025347497496811,0.9946328896522112,2.6150175018502435,0.6,14959.86,0
139,0.4444772536362228,0.9706590972029908,3.0644984515601634,0.58,15195.44,0
140,0.32032711798845015,0.9230769230769231,3.0437323235138427,0.78,6336.26,0
141,0.24736761967512527,0.9983660130718954,2.1383167441613242,0.7,3835.88,0
142,0.2186337332863557,0.9976163837135769,2.0091353321499974,0.64,1393.24,0
143,0.44831863999828947,0.9814814814814815,2.5007342951886735,0.42,2285.38,0
144,0.40395935726888593,0.9880952380952381,2.7458825565882408,0.58,3071.02,0
145,0.5793322568583487,0.9984639016897081,2.2356101131420067,0.54,5898.4,0
146,0.27696449921280575,0.987012987012987,2.5328786893420308,0.68,6911.66,0
147,0.3726918333837337,0.9707865168539326,2.4001085818368884,0.38,6957.74,0
148,0.40188741037719844,0.9871794871794872,2.551296865904439,0.26,2395.0,0
149,0.24568796050162944,0.999675535366645,2.078845535995202,0.3,2064.26,0
150,0.3020489884333982,0.9995173745173745,2.8861047607892836,0.74,7194.14,0
151,0.4997225108132602,0.9728329357068576,2.756413027444506,1.0,6433.5,0
152,0.4677927106064202,0.9832863964736133,2.9110070107460144,0.66,15779.9,0
153,0.47337490051687164,0.9762570382328621,2.9281020701914815,0.96,4087.14,0
154,0.5406529655623447,0.9847816593886463,2.882222908553572,0.5,15828.4,0
155,0.44435050200175363,0.9798872294767205,3.1730201924480457,0.68,15183.52,0
156,0.4296400010255401,0.7247863247863248,3.203590820407828,1.0,601.14,0
157,0.31304579529030696,0.9230769230769231,2.8015935110056307,0.72,8865.2,0
158,0.2407413256044174,0.7964967595025398,2.7134693734577673,0.36,29200.0,0
159,0.41712246477102555,0.7065217391304348,3.220685879853295,0.86,4087.14,0
160,0.41277065907048416,0.8014018691588785,3.0298771753926355,1.0,-1.0,0
161,0.42662219010612906,0.7839195979899497,3.1587593220041046,1.0,0.92,0
162,0.4598050864990666,0.7262135922330097,3.0208273829593093,0.98,163.46,0
163,0.4778984309073024,0.8458692971639951,2.9101152518935116,0.98,589.06,0
164,0.618501877552853,0.9951283605584454,2.964376122337454,0.7,21633.6,0
165,0.42251370015802775,0.9992388233901115,2.9472810628919865,0.62,11845.94,0
166,0.39398134648114325,0.9987849331713244,2.8155341328295016,0.54,8584.34,0
167,0.33087241495359143,0.9329896907216495,2.83652393610103,0.88,1396.68,0
168,0.312344759927694,0.9695596427624016,2.778774044153761,0.74,7926.62,0
169,0.23314289744626993,0.96875,2.488187543894145,0.98,16396.42,0
170,0.20943029153178203,0.9230769230769231,2.280294879680217,0.68,4283.94,0
171,0.1622113899510312,0.96875,1.167303840426266,0.58,9314.48,0
172,0.04461527837601684,0.4659498207885305,1.1161182137782961,0.76,4908.94,0
173,0.41725125817862485,0.9981132075471698,2.755053408207957,0.76,7136.82,0
174,0.24092243251848955,0.9230769230769231,2.5255881298100253,0.6,5509.72,0
175,0.4694871429713421,0.9999497436928334,2.5694007015168943,0.46,5360.72,0
176,0.4200713348927123,0.96875,2.854177320667444,0.6,8833.12,0
177,0.31900608024951566,0.9980314960629921,2.3501152518935124,0.48,2595.42,0
178,0.6409047514635173,0.9994874423372629,2.0493491238471915,0.32,4703.58,0
179,0.369743550914515,0.991951235046228,2.8869722348381024,0.76,9263.78,0
180,0.6458351330034356,0.9898014487018462,2.738691872034568,0.9,19855.68,0
181,0.5053229902381673,0.9742861751895467,2.924052572133913,0.94,5839.2,0
182,0.4604882168200678,0.9736842105263158,3.1327821159471694,0.38,22186.86,0
183,0.4310298850520256,0.9230769230769231,3.1154633812764936,0.78,8405.72,0
184,0.4678672315531295,0.9964509699061694,2.987794392287774,0.7,4224.82,0
185,0.6170759525222977,0.9950407781199744,2.7477110700184038,0.5,3765.3,0
186,0.4186401006974139,0.9736842105263158,2.972878689342031,0.58,790.3,0
187,0.2825974683607106,0.8470066518847007,3.048047190938308,0.76,2244.52,0
188,0.6055846625157674,0.9848484848484849,2.857238486477648,0.48,10339.7,0
189,0.22702225671098475,0.45685279187817257,2.9980046145239694,0.86,183.6,0
190,0.4456471517277992,0.9848484848484849,2.910080406698219,0.5,3660.7,0
191,0.5170904984646582,0.9848484848484849,2.6072103113389793,0.56,15601.82,0
192,0.46796623634745055,0.9230769230769231,3.005267881189955,0.66,4423.22,0
193,0.33240065875425606,0.7452631578947368,3.1292624999943506,0.72,21.7,0
194,0.5833281227412774,0.9848484848484849,2.6205038327557686,0.36,19207.34,0
195,0.6590218515914352,0.9848484848484849,2.3113415946277462,0.34,3536.84,0
196,0.4046063152785731,0.9962264150943396,2.7757958845317363,0.68,1477.56,0
197,0.30894661664492623,0.9961538461538462,1.947043726679543,0.64,4510.02,0
198,0.46586491807232533,0.9982935153583617,2.4845655854485096,0.5,9964.96,0
199,0.4920156683308554,0.9728213988322288,3.204431001590627,0.9,3634.32,0
200,0.472917199860335,0.9824394874228761,2.7464441832926587,0.68,10160.98,0
201,0.2907318364247996,0.9230769230769231,2.8356666125820773,0.7,2865.96,0
202,0.6207901148816504,0.9763663894944327,2.0419170612091713,0.74,20167.06,0
203,0.5194428023659572,0.9991103811674537,2.4533888564034947,0.62,20078.64,0
204,0.6380609453194959,0.9609375,1.6753362134321415,0.56,19280.06,0
205,0.40521604854468374,0.9230769230769231,2.421577839693642,0.54,2851.04,0
206,0.28829261800010625,0.9230769230769231,1.8700194187870836,0.56,1340.34,0
207,0.2868003269662951,0.9230769230769231,2.6435323234899935,0.48,795.96,0
208,0.5986843438103253,0.9880952380952381,2.939870184462024,0.5,7500.46,0
209,0.44878134319731283,0.772610121836926,2.942308061382249,0.8,2948.48,0
210,0.38295158160008186,0.762278978388998,3.1451971296369483,0.84,2.8,0
211,0.432765758176449,0.9772727272727273,2.9501152518935125,0.74,3213.74,0
212,0.5111761227867261,0.9960629921259843,2.7095263323230747,0.38,6156.34,0
213,0.4224439909091955,0.9736842105263158,2.9428795716146805,0.46,4818.16,0
214,0.5179902251243261,0.9999497436928334,3.189795003273442,0.7,3889.0,0
215,0.5747907854524305,0.9808162309536109,3.1010306142648933,0.58,6239.94,0
216,0.33613909710079093,0.9890899891426945,2.8116216861442993,0.66,2146.24,0
217,0.38122201221493,0.9762006777548398,3.0499479269456424,0.78,2293.04,0
218,0.5551860194330922,0.9230769230769231,2.975017501850243,0.64,9346.12,0
219,0.3281282096678693,0.9512451988601165,2.8452678811899554,0.56,1309.88,0
220,0.43412720797713533,0.9772727272727273,3.122140736434379,0.5,6677.22,0
221,0.4327776122961181,0.9416286149162861,3.0684930703645583,0.64,2620.76,0
222,0.3641114079838365,0.9743808196470822,2.963676294110492,0.6,2948.5,0
223,0.6261180863018437,0.9634378938047069,2.9056003844451976,0.58,6501.12,0
224,0.40279021318673586,0.9813888079461809,2.7172226141778144,0.72,1146.02,0
225,0.6678795958709213,0.9739677459406514,2.6613152774012367,0.28,22421.68,0
226,0.4778239175901515,0.96875,2.9080009251768284,0.68,4180.92,0
227,0.6499942566387624,0.9736842105263158,2.7893234860460927,0.28,13748.34,0
228,0.504121851207911,0.9643510494896976,2.9541310549059645,0.66,2694.22,0
229,0.5618460401238532,0.9772727272727273,3.0694714530699017,0.64,3947.76,0
230,0.42508454639228554,0.9230769230769231,3.0958543814495716,0.8,1341.94,0
231,0.5779481892524685,0.9736842105263158,3.1069575126884463,0.5,4169.02,0
232,0.5366922155684102,0.9573372457639309,2.912574313021795,0.54,4673.28,0
233,0.5238663790749218,0.9772727272727273,2.9949679345052935,0.52,3400.72,0
234,0.3066933388882519,0.9333333333333333,2.674451303526035,0.52,5254.9,0
235,0.6630556891390679,0.9830508474576272,2.072336976809351,0.28,7691.8,0
236,0.5646000660213317,0.9831349206349206,2.6959092607027446,0.38,3584.58,0
237,0.4560734960094032,0.9984831631105269,3.211721561122633,0.72,4411.82,0
238,0.4952501169251666,0.9733911550529868,3.030714054991964,0.76,14407.46,0
239,0.5497774538133179,0.9895833333333334,2.8907643626253474,0.56,12460.86,0
240,0.47535645577782176,0.9984639016897081,2.9801937346655647,0.76,6545.1,0
241,0.45388159196471656,0.9230769230769231,2.9632156925345843,0.8,9949.56,0
242,0.4194315053308019,0.8558710416496195,2.8340954694222384,0.84,7164.16,0
243,0.45472105208581604,0.9977220956719818,2.936776734751563,0.66,10014.88,0
244,0.38639982218458724,0.8726105062465506,3.1325035614687873,0.78,7726.06,0
245,0.4150098910771719,0.9814814814814815,3.1620585643151857,0.78,7945.44,0
246,0.4893332772805071,0.9230769230769231,3.0972078920281576,0.58,12281.86,0
247,0.4939211390499867,0.9959677419354839,2.9483211737968986,0.8,7184.28,0
248,0.41219024885936245,0.9971988795518207,3.0011013658179007,0.74,4217.74,0
249,0.5352553478494874,0.9959677419354839,1.9988142012572776,0.34,3044.0,0
250,0.31283535905929355,0.98,2.4332585898229095,0.76,6160.02,0
251,0.48427201290378336,0.9576271186440678,2.5241380458365765,0.62,16374.54,0
252,0.5058614408453024,0.9839614176760879,2.910170131146686,0.8,9299.3,0
253,0.4698006204333295,0.9999497436928334,2.36151018873626,0.68,21240.18,0
254,0.6072634036659295,0.9783729084790436,1.8468034388660681,0.62,22341.32,0
255,0.4044475164241385,0.9999497436928334,2.626581234665025,0.56,11702.84,0
256,0.7062216302729608,0.9818110818809602,2.75030833266923,0.4,6011.84,0
257,0.3860634736925659,0.9661106114344867,2.992254064401725,0.8,326.72,0
258,0.6355034574923322,0.9913868056935006,2.876245381622649,0.82,3952.26,0
259,0.5902461661318961,0.987012987012987,2.772096688995876,0.42,2409.82,0
260,0.5161776926108858,0.987012987012987,2.9999197518069733,0.56,2527.76,0
261,0.427379010819355,0.9230769230769231,2.7932585898229094,0.74,2620.76,0
262,0.5374450334316958,0.9772727272727273,2.5003689328166954,0.48,2397.88,0
263,0.46820885061790257,0.9793716105435742,3.04572963291604,0.54,4428.32,0
264,0.35728424526815916,0.7209775967413442,3.0591503221771825,0.9,6.5,0
265,0.3712742600496528,0.9473684210526315,3.0008115106594757,0.8,2487.54,0
266,0.4391073760722499,0.98,2.8501511582512262,0.58,6420.28,0
267,0.3707588864635554,0.7463312368972747,3.1856588813630333,0.76,165.0,0
268,0.6989830045008277,0.9959839357429718,2.434637535355357,0.42,8011.54,0
269,0.5183797627247724,0.9593309984990351,3.0229068644807,0.62,5575.36,0
270,0.422726760277296,0.9882003436622442,2.811398010919092,0.84,721.9,0
271,0.5815610091218637,0.9848484848484849,2.8550996739694363,0.36,7148.46,0
272,0.654454824271271,0.9981818181818182,2.7431998202347505,0.32,5611.72,0
273,0.36600558862065374,0.9474500733385987,2.768884070537636,0.82,304.58,0
274,0.5042776875619415,0.9951923076923077,3.0301152518935126,0.48,2505.48,0
275,0.27762766627423285,0.5318559556786704,3.2100993795936787,0.72,1.32,0
276,0.317692785423633,0.9959068010075567,2.4612782190339515,0.44,2172.68,0
277,0.4293945896505037,0.9230769230769231,3.2251422503837746,0.7,2157.62,0
278,0.42553084561378474,0.992896174863388,2.7101152518935123,0.64,6134.7,0
279,0.3277727102430481,0.9736842105263158,2.631119777314698,0.7,2379.12,0
280,0.5748943742955697,0.9968599033816425,2.0809598627118855,0.5,5811.42,0
281,0.5247065000740446,0.997979797979798,2.6748195824528826,0.5,8552.24,0
282,0.5063778873477424,0.9918594268035772,2.9166786903325366,0.84,7085.48,0
283,0.5859720960005914,0.9995173745173745,2.1962437614357513,0.6,6706.96,0
284,0.47331078352778777,0.9772727272727273,2.9169652439074913,0.6,5799.3,0
285,0.8209966658541967,0.991304347826087,1.72211674515183,0.18,4950.58,0
286,0.4486076206911588,0.9826766475444242,3.1665665125153684,0.78,3144.52,0
287,0.4594296089308514,0.9772727272727273,3.004107451387086,0.72,3149.86,0
288,0.34432928820354997,0.9548310610551275,2.960436382786232,0.88,2825.58,0
289,0.7183957870555372,0.9736842105263158,2.6946106293773315,0.4,6001.78,0
290,0.4933195352239519,0.9445873819625017,2.9876561907652306,0.86,2948.48,0
291,0.38353720612525954,0.9230769230769231,3.091022883045848,0.84,273.2,0
292,0.7326655901070573,0.9230769230769231,2.3949323490215666,0.52,6078.42,0
293,0.38501556171712487,0.9676842899656837,2.9876561907652306,0.82,2158.68,0
294,0.695386392545698,0.9880952380952381,2.281304597123484,0.52,4205.08,0
295,0.549901750122464,0.96875,3.0682001146105082,0.64,4736.18,0
296,0.5239248671366487,0.9880952380952381,2.985283753489789,0.68,2569.72,0
297,0.6858962088603977,0.96875,2.666874190419075,0.52,6304.8,0
298,0.5748306826856157,0.9998279421885754,2.666495760962361,0.62,3234.9,0
299,0.7195247897875764,0.96875,2.3194482345796232,0.5,3679.62,0
300,0.6903404016951871,0.9962857142857143,2.0726324938584386,0.58,5275.42,0
301,0.5399000939251596,0.9736842105263158,2.916092778824436,0.7,2832.84,0
302,0.5781057947319728,0.9995173745173745,2.7893332515473577,0.6,4480.48,0
303,0.6395019139671128,0.9996699669966996,2.0138286290311767,0.32,7085.22,0
304,0.6463073740813445,0.9996174445294568,2.4455881298100253,0.56,8268.06,0
305,0.3680655556773332,0.9917975842280097,2.4880435732736466,0.74,7281.92,0
306,0.6362112184796698,0.9912023675227449,2.089415036778556,0.72,22607.8,0
307,0.5954933534402163,0.9610526315789474,2.0458158469071375,0.58,27639.48,0
308,0.375335673958509,0.9995173745173745,2.388496371948029,0.78,11337.38,0
309,0.45973047190964456,0.9900522818584526,2.2424788059403373,0.7,8872.46,0
310,0.39212841130191345,0.9772727272727273,3.0263238643947017,0.8,4182.9,0
311,0.5396005510789752,0.9892607346758945,2.9837164512140086,0.6,19287.56,0
312,0.4175015719292918,0.7080745341614907,3.015072381103417,1.0,20.92,0
313,0.5018230807300383,0.9473684210526315,2.8746265016771657,0.9,3585.7,0
314,0.47814299538617033,0.9874668946676954,2.807210311338979,0.4,23992.1,0
315,0.4403897199183258,0.975544855549924,2.825338632742963,0.94,4087.14,0
316,0.4715446937695307,0.7654320987654321,2.9991650443268383,0.98,15.98,0
317,0.399966077168103,0.9863013698630136,3.04926249999435,0.72,11301.6,0
318,0.42983587325168165,0.9230769230769231,2.9575988922012355,0.6,14019.1,0
319,0.43427498348351035,0.990909090909091,2.8781805529635336,0.68,10516.44,0
320,0.5675034317638697,0.9980694980694981,2.840177862365731,0.68,4145.96,0
321,0.33884349097687283,0.96875,2.1090410360817406,0.74,7470.56,0
322,0.19376479928853033,0.96875,1.3615101887362597,0.86,3053.3,0
323,0.49417776230457655,0.9983660130718954,2.655072381103417,0.76,6154.02,0
324,0.39204406910344924,0.9999439241854988,2.7244310015906272,0.86,6122.96,0
325,0.5474494210725238,0.9960376162299239,3.108172821744488,0.78,13465.6,0
326,0.4273626009577498,0.7692307692307693,3.11476470319971,1.0,-1.0,0
327,0.4521819004107229,0.9892473813526446,3.150435500513583,0.7,9096.94,0
328,0.43738841423557756,0.9872287525215531,3.095017501850243,0.72,5851.78,0
329,0.4879666195158775,0.9990343392269837,3.0579931939577834,0.74,7498.82,0
330,0.6249364366981291,0.9953271028037384,2.9594791842889467,0.32,15762.08,0
331,0.48050100770682347,0.975268114435103,3.0153377504703136,0.78,5602.52,0
332,0.5134308063469419,0.9880952380952381,3.1574606906786915,0.7,5217.78,0
333,0.4665866850317552,0.9848484848484849,3.185658881363033,0.74,3936.7,0
334,0.5394920457290895,0.9772727272727273,2.821984511178708,0.5,1332.52,0
335,0.5469773947776748,0.9772727272727273,1.7795153684679692,0.32,1446.96,0
336,0.37600749601020267,0.9863013698630136,2.2160220272714284,0.38,4554.06,0
337,0.4049557906870448,0.9999497436928334,2.725295174055975,0.66,6118.08,0
338,0.531279960086471,0.9983818770226537,2.9028246923615066,0.94,3428.68,0
339,0.5428714911857522,0.9825391116705628,2.9429068644806997,0.48,4824.48,0
340,0.48670284394577445,0.9434971490632637,3.0930750717012185,0.92,4371.38,0
341,0.599502557369846,0.9841386583775082,3.1247512502106973,0.56,5734.1,0
342,0.37012974945927857,0.7452631578947368,2.9202400004270443,1.0,-1.0,0
343,0.3757663094499051,0.7381370826010545,2.8921800112652467,0.98,5411.52,0
344,0.43116424670898185,0.9848484848484849,3.138313442577853,0.86,5218.14,0
345,0.7006596216293235,0.9919707634001083,2.687344895196862,0.24,7095.32,0
346,0.38523387160772055,0.9559363710877022,2.9492783722941835,0.96,2139.34,0
347,0.5575152287658797,0.9853932584269663,2.9634738030933416,0.58,3358.08,0
348,0.24634201108526912,0.9230769230769231,2.702353175134157,0.94,9879.34,0
349,0.5257067323798994,0.9230769230769231,3.013911951300547,0.7,4128.98,0
350,0.3360791275195358,0.9230769230769231,3.013213273223763,0.92,291.56,0
351,0.28255626263467176,0.9736842105263158,1.8189398320634587,0.64,5298.2,0
352,0.4302450938576981,0.9959839357429718,2.1288873721211066,0.52,4205.6,0
353,0.6539785108573127,0.9999497436928334,1.9834479028523804,0.22,2792.42,0
354,0.4686157088555558,0.96875,2.8230279236670905,0.5,3880.3,0
